candidate_id,source_id,source_url,license_record,original_source_split,source_record_id,source_image_path,source_annotation_path,review_sample_id,task_eligibility,boxes_available,object_count,object_labels,object_label_counts,proposed_multiclass_label,proposed_multilabels,review_basis,candidate_status,sha256,exact_duplicate_group_id
ceymo::train::320a,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,320a,data/raw/v2/ceymo/train/extracted/train/images/320a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/320a.xml,,multi_label;object_detection,yes,1,road_marking,road_marking:1,,road_marking,audited source labels plus student-approved visual quality; source subtypes=PC:1,pre_split_source_candidate,c28d73b5797ac3382520a00109585a18af3225bac20e699348b581345258303b,
ceymo::train::320b,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,320b,data/raw/v2/ceymo/train/extracted/train/images/320b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/320b.xml,,multi_label;object_detection,yes,1,road_marking,road_marking:1,,road_marking,audited source labels plus student-approved visual quality; source subtypes=PC:1,pre_split_source_candidate,703d3f1d21cd801af58dc5b996ca1a3212fe72afd29e4b41a1adcb7ee6265e9b,
ceymo::train::321,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,321,data/raw/v2/ceymo/train/extracted/train/images/321.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/321.xml,,multi_label;object_detection,yes,1,road_marking,road_marking:1,,road_marking,audited source labels plus student-approved visual quality; source subtypes=PC:1,pre_split_source_candidate,cd90a8416f37288ee41e5c94712bcb925216918f0f05e47e3bd55800a1b0bb99,
ceymo::train::321a,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,321a,data/raw/v2/ceymo/train/extracted/train/images/321a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/321a.xml,,multi_label;object_detection,yes,1,road_marking,road_marking:1,,road_marking,audited source labels plus student-approved visual quality; source subtypes=PC:1,pre_split_source_candidate,1d16cce4cb16793f2e25b350498619119081a9cc7a556889089aeaae7bc1adf3,
ceymo::train::321b,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,321b,data/raw/v2/ceymo/train/extracted/train/images/321b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/321b.xml,,multi_label;object_detection,yes,1,road_marking,road_marking:1,,road_marking,audited source labels plus student-approved visual quality; source subtypes=PC:1,pre_split_source_candidate,1f6470be82c9f21e1c22cbb2a44f85bfd13c16b0652fb0f092a8131333e019a0,
ceymo::train::322,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,322,data/raw/v2/ceymo/train/extracted/train/images/322.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/322.xml,,multi_label;object_detection,yes,2,road_marking,road_marking:2,,road_marking,audited source labels plus student-approved visual quality; source subtypes=SA:1;SRA:1,pre_split_source_candidate,d2e74b2322c102f3f8d4cdaf124409238dc345cedd305b2b6532965624c9a2f4,
ceymo::train::322a,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,322a,data/raw/v2/ceymo/train/extracted/train/images/322a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/322a.xml,,multi_label;object_detection,yes,2,road_marking,road_marking:2,,road_marking,audited source labels plus student-approved visual quality; source subtypes=SA:1;SRA:1,pre_split_source_candidate,94578b51de2b350946cf34c4da0db5c17e2139280bc035606e4b4250f39c79bf,
ceymo::train::322b,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,322b,data/raw/v2/ceymo/train/extracted/train/images/322b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/322b.xml,,multi_label;object_detection,yes,2,road_marking,road_marking:2,,road_marking,audited source labels plus student-approved visual quality; source subtypes=SA:1;SRA:1,pre_split_source_candidate,d72bf6bb804f27432313c363131627d1bb13255197e2540b7510fbb5476ad739,
ceymo::train::322c,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,322c,data/raw/v2/ceymo/train/extracted/train/images/322c.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/322c.xml,,multi_label;object_detection,yes,2,road_marking,road_marking:2,,road_marking,audited source labels plus student-approved visual quality; source subtypes=SA:1;SRA:1,pre_split_source_candidate,42424d1eec15b9a00097ab63d8ade003f5e6f0ef583e568fdc1a4af78f35f034,
ceymo::train::322d,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,322d,data/raw/v2/ceymo/train/extracted/train/images/322d.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/322d.xml,,multi_label;object_detection,yes,2,road_marking,road_marking:2,,road_marking,audited source labels plus student-approved visual quality; source subtypes=SA:1;SRA:1,pre_split_source_candidate,cef89c3ba2151535f63b373269994ef7f7e40e5aea0134029eade738115d5115,
ceymo::train::324,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,324,data/raw/v2/ceymo/train/extracted/train/images/324.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/324.xml,,multi_label;object_detection,yes,1,road_marking,road_marking:1,,road_marking,audited source labels plus student-approved visual quality; source subtypes=RA:1,pre_split_source_candidate,a172d3c3e1919de9c3e9f4e9ee7427dea747786589c9f800ae96b86350f03f48,
ceymo::train::324a,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,324a,data/raw/v2/ceymo/train/extracted/train/images/324a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/324a.xml,,multi_label;object_detection,yes,1,road_marking,road_marking:1,,road_marking,audited source labels plus student-approved visual quality; source subtypes=RA:1,pre_split_source_candidate,d119f9a14aeee7423aa615b0d3ecdeb5b2a1665d5452fcf4201b2e21132899fc,
ceymo::train::324b,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,324b,data/raw/v2/ceymo/train/extracted/train/images/324b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/324b.xml,,multi_label;object_detection,yes,1,road_marking,road_marking:1,,road_marking,audited source labels plus student-approved visual quality; source subtypes=RA:1,pre_split_source_candidate,fecddf3c2c02348fd0a180c7e7c755868b2c3d640ad6512853361957aaf9d4a3,
ceymo::train::325,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,325,data/raw/v2/ceymo/train/extracted/train/images/325.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/325.xml,,multi_label;object_detection,yes,1,road_marking,road_marking:1,,road_marking,audited source labels plus student-approved visual quality; source subtypes=RA:1,pre_split_source_candidate,670210a64365c76f8f02fed0ed961cb018c2a3be3a766abe36aa32112b3f28f2,
ceymo::train::325a,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,325a,data/raw/v2/ceymo/train/extracted/train/images/325a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/325a.xml,,multi_label;object_detection,yes,1,road_marking,road_marking:1,,road_marking,audited source labels plus student-approved visual quality; source subtypes=RA:1,pre_split_source_candidate,f57ced37a2630afda0e359881e1ea179ee26bd2b77ddb6647b28c3e31716c988,
ceymo::train::325b,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,325b,data/raw/v2/ceymo/train/extracted/train/images/325b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/325b.xml,,multi_label;object_detection,yes,1,road_marking,road_marking:1,,road_marking,audited source labels plus student-approved visual quality; source subtypes=RA:1,pre_split_source_candidate,3459f0ade99c65720421b368713d724701af1f377cb7c9fd10d4e07d1b1dc0e8,
ceymo::train::325c,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,325c,data/raw/v2/ceymo/train/extracted/train/images/325c.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/325c.xml,,multi_label;object_detection,yes,1,road_marking,road_marking:1,,road_marking,audited source labels plus student-approved visual quality; source subtypes=RA:1,pre_split_source_candidate,388392add3bbe35382db7e2a242d9ce8d72bc5d3bff72deeb033203d3583d693,
ceymo::train::325d,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,325d,data/raw/v2/ceymo/train/extracted/train/images/325d.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/325d.xml,,multi_label;object_detection,yes,1,road_marking,road_marking:1,,road_marking,audited source labels plus student-approved visual quality; source subtypes=RA:1,pre_split_source_candidate,5a10019d976e7cd8c33c8da020312bd68a2d88959233659f72b59d4af17a0afa,
ceymo::train::326,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,326,data/raw/v2/ceymo/train/extracted/train/images/326.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/326.xml,,multi_label;object_detection,yes,2,road_marking,road_marking:2,,road_marking,audited source labels plus student-approved visual quality; source subtypes=RA:1;SLA:1,pre_split_source_candidate,58eafe8ea4a000727c1df158e89b9963e6c44deecdb5faa298bc73cc9e94f446,
ceymo::train::326a,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,326a,data/raw/v2/ceymo/train/extracted/train/images/326a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/326a.xml,,multi_label;object_detection,yes,1,road_marking,road_marking:1,,road_marking,audited source labels plus student-approved visual quality; source subtypes=RA:1,pre_split_source_candidate,f3e0d3d0399a7895e1867cc5ebebcf9f282aacd738afbf90f61098b54d8dea89,
ceymo::train::326b,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,326b,data/raw/v2/ceymo/train/extracted/train/images/326b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/326b.xml,,multi_label;object_detection,yes,2,road_marking,road_marking:2,,road_marking,audited source labels plus student-approved visual quality; source subtypes=RA:1;SLA:1,pre_split_source_candidate,facc00f842dc923d1940074ebc4e078dc1203916c1029542165a36251ee05f89,
ceymo::train::326c,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,326c,data/raw/v2/ceymo/train/extracted/train/images/326c.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/326c.xml,,multi_label;object_detection,yes,2,road_marking,road_marking:2,,road_marking,audited source labels plus student-approved visual quality; source subtypes=RA:1;SLA:1,pre_split_source_candidate,90b834a287b8684fe081462c8c370f372602b9b26de19475012839e18388ccb6,
ceymo::train::326d,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,326d,data/raw/v2/ceymo/train/extracted/train/images/326d.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/326d.xml,,multi_label;object_detection,yes,2,road_marking,road_marking:2,,road_marking,audited source labels plus student-approved visual quality; source subtypes=RA:1;SLA:1,pre_split_source_candidate,281d1d2821b96cc45eff48df1855e465602def515aa73a898cbdb1a3e5bf51ea,
ceymo::train::327,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,327,data/raw/v2/ceymo/train/extracted/train/images/327.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/327.xml,,multi_label;object_detection,yes,1,road_marking,road_marking:1,,road_marking,audited source labels plus student-approved visual quality; source subtypes=DM:1,pre_split_source_candidate,6a129af9ad0217062d54f5539f9de1d543ad9f3af39f83c41bd2074674a8d0d2,
ceymo::train::327a,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,327a,data/raw/v2/ceymo/train/extracted/train/images/327a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/327a.xml,,multi_label;object_detection,yes,1,road_marking,road_marking:1,,road_marking,audited source labels plus student-approved visual quality; source subtypes=DM:1,pre_split_source_candidate,78ddb24212f275988ab63ea3fa49274d8cb62873020b11dab83880180ac5cbf2,
ceymo::train::328,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,328,data/raw/v2/ceymo/train/extracted/train/images/328.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/328.xml,,multi_label;object_detection,yes,2,road_marking,road_marking:2,,road_marking,audited source labels plus student-approved visual quality; source subtypes=DM:2,pre_split_source_candidate,b8383f4db80b3cc0617fba446eccd2fd4275616e686fbb65291946b0b540e5ca,
ceymo::train::328a,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,328a,data/raw/v2/ceymo/train/extracted/train/images/328a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/328a.xml,,multi_label;object_detection,yes,2,road_marking,road_marking:2,,road_marking,audited source labels plus student-approved visual quality; source subtypes=DM:2,pre_split_source_candidate,37993e593441947f6ac016cfa2fd0403f9371a6456d5320da1a334686f436c43,
ceymo::train::329,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,329,data/raw/v2/ceymo/train/extracted/train/images/329.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/329.xml,,multi_label;object_detection,yes,3,road_marking,road_marking:3,,road_marking,audited source labels plus student-approved visual quality; source subtypes=DM:3,pre_split_source_candidate,7f76a0db50abb4e139de18c94d41d0c8281685a5ab330c55e54388e5bdae20f2,
ceymo::train::329a,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,329a,data/raw/v2/ceymo/train/extracted/train/images/329a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/329a.xml,,multi_label;object_detection,yes,3,road_marking,road_marking:3,,road_marking,audited source labels plus student-approved visual quality; source subtypes=DM:3,pre_split_source_candidate,00ba15f88e3cf39dc33b0d539f27c7518115c595af56fc5d211ad9795a79a5ca,
ceymo::train::32a,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,32a,data/raw/v2/ceymo/train/extracted/train/images/32a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/32a.xml,,multi_label;object_detection,yes,2,road_marking,road_marking:2,,road_marking,audited source labels plus student-approved visual quality; source subtypes=SA:1;SLA:1,pre_split_source_candidate,3fbdab4c887f229a1236163edf64cdf66b265230a61188c2782f84f18d551504,
ceymo::train::32b,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,32b,data/raw/v2/ceymo/train/extracted/train/images/32b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/32b.xml,,multi_label;object_detection,yes,2,road_marking,road_marking:2,,road_marking,audited source labels plus student-approved visual quality; source subtypes=SA:1;SLA:1,pre_split_source_candidate,46ff93b673bd8c78f6a9cf6d5762f679bcbbe916dae54f3a957261ab94582bd2,
ceymo::train::32c,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,32c,data/raw/v2/ceymo/train/extracted/train/images/32c.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/32c.xml,,multi_label;object_detection,yes,2,road_marking,road_marking:2,,road_marking,audited source labels plus student-approved visual quality; source subtypes=SA:1;SLA:1,pre_split_source_candidate,0ec234238a63d52969b366cad0a79c08f5fdfefd004db69cc6360eab8dc04daf,
ceymo::train::32d,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,32d,data/raw/v2/ceymo/train/extracted/train/images/32d.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/32d.xml,,multi_label;object_detection,yes,2,road_marking,road_marking:2,,road_marking,audited source labels plus student-approved visual quality; source subtypes=SA:1;SLA:1,pre_split_source_candidate,c7241d5f7447a3c5a743ada2f4167c5fb5c9c7255d9ce375896025a304e4150f,
ceymo::train::33,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,33,data/raw/v2/ceymo/train/extracted/train/images/33.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/33.xml,,multi_label;object_detection,yes,2,road_marking,road_marking:2,,road_marking,audited source labels plus student-approved visual quality; source subtypes=SA:1;SLA:1,pre_split_source_candidate,04c6287c219e4bc0ca2c32dac89c393db740f933b9ea3e889f27ca9da7a4954a,
ceymo::train::330,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,330,data/raw/v2/ceymo/train/extracted/train/images/330.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/330.xml,,multi_label;object_detection,yes,3,road_marking,road_marking:3,,road_marking,audited source labels plus student-approved visual quality; source subtypes=DM:3,pre_split_source_candidate,e6616c17beda75926a5ab86d8392a15caf879d67f79fbedfab64f6226030ed99,
ceymo::train::330a,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,330a,data/raw/v2/ceymo/train/extracted/train/images/330a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/330a.xml,,multi_label;object_detection,yes,3,road_marking,road_marking:3,,road_marking,audited source labels plus student-approved visual quality; source subtypes=DM:3,pre_split_source_candidate,afde8b4e310e73a1d354fe5f9deaa3b716c79c1503424385ee3b59882e1a17b1,
ceymo::train::330b,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,330b,data/raw/v2/ceymo/train/extracted/train/images/330b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/330b.xml,,multi_label;object_detection,yes,3,road_marking,road_marking:3,,road_marking,audited source labels plus student-approved visual quality; source subtypes=DM:3,pre_split_source_candidate,f33b4997bc8f24d4c2aaebe9a84893a947be27ef8ef12ad496012bcd2d39baab,
ceymo::train::331,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,331,data/raw/v2/ceymo/train/extracted/train/images/331.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/331.xml,,multi_label;object_detection,yes,3,road_marking,road_marking:3,,road_marking,audited source labels plus student-approved visual quality; source subtypes=DM:3,pre_split_source_candidate,3ed0bdf7446c99f1f0d24a5f6e7f566bcbafb67e88c6af0f6eaf8f71ea933d88,
ceymo::train::331a,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,331a,data/raw/v2/ceymo/train/extracted/train/images/331a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/331a.xml,,multi_label;object_detection,yes,2,road_marking,road_marking:2,,road_marking,audited source labels plus student-approved visual quality; source subtypes=DM:2,pre_split_source_candidate,a290e54cd1c7c062d839c7b97659da9acd548289d272aac65b3c1a75d2fc2862,
ceymo::train::331b,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,331b,data/raw/v2/ceymo/train/extracted/train/images/331b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/331b.xml,,multi_label;object_detection,yes,3,road_marking,road_marking:3,,road_marking,audited source labels plus student-approved visual quality; source subtypes=DM:3,pre_split_source_candidate,8c4a0ae391c0c3cc7608ebaa69c9ba4d4e78558719c5c2417b55e13ddc448011,
ceymo::train::332,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,332,data/raw/v2/ceymo/train/extracted/train/images/332.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/332.xml,,multi_label;object_detection,yes,1,road_marking,road_marking:1,,road_marking,audited source labels plus student-approved visual quality; source subtypes=PC:1,pre_split_source_candidate,bf286d16e24163db8c7ebc85031c7cb8505c50a2c25fac319a9b085089f9893a,
ceymo::train::332a,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,332a,data/raw/v2/ceymo/train/extracted/train/images/332a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/332a.xml,,multi_label;object_detection,yes,1,road_marking,road_marking:1,,road_marking,audited source labels plus student-approved visual quality; source subtypes=PC:1,pre_split_source_candidate,5dc9cce0e35830e1ea1114360cdb9a40b4e289da87f52e9007f82532e0718f3c,
ceymo::train::332b,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,332b,data/raw/v2/ceymo/train/extracted/train/images/332b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/332b.xml,,multi_label;object_detection,yes,1,road_marking,road_marking:1,,road_marking,audited source labels plus student-approved visual quality; source subtypes=PC:1,pre_split_source_candidate,0f0d9d0da99061582017e6e1ec509df1e57dd14c658b98f1b8e642dd9ebf651e,
ceymo::train::333,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,333,data/raw/v2/ceymo/train/extracted/train/images/333.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/333.xml,,multi_label;object_detection,yes,3,road_marking,road_marking:3,,road_marking,audited source labels plus student-approved visual quality; source subtypes=DM:3,pre_split_source_candidate,be182b31e237bc087d937f78056b9183717ae0c099922d0ea62ef507c90e191a,
ceymo::train::333a,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,333a,data/raw/v2/ceymo/train/extracted/train/images/333a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/333a.xml,,multi_label;object_detection,yes,3,road_marking,road_marking:3,,road_marking,audited source labels plus student-approved visual quality; source subtypes=DM:3,pre_split_source_candidate,897c51e21d62cb83090f9fb9b2d786c2ee8b2a508456358805c5acf6ed20c50c,
ceymo::train::333b,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,333b,data/raw/v2/ceymo/train/extracted/train/images/333b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/333b.xml,,multi_label;object_detection,yes,3,road_marking,road_marking:3,,road_marking,audited source labels plus student-approved visual quality; source subtypes=DM:3,pre_split_source_candidate,67e088327b43ab7d4fe62d4b3f1cb293d042d8045777419c3bade31578b69a7d,
ceymo::train::334,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,334,data/raw/v2/ceymo/train/extracted/train/images/334.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/334.xml,,multi_label;object_detection,yes,3,road_marking,road_marking:3,,road_marking,audited source labels plus student-approved visual quality; source subtypes=DM:3,pre_split_source_candidate,46437f62cce74a5098ee528c7edf753ae3e16a124ac1414268df9bf5cc4b4932,
ceymo::train::334a,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,334a,data/raw/v2/ceymo/train/extracted/train/images/334a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/334a.xml,,multi_label;object_detection,yes,3,road_marking,road_marking:3,,road_marking,audited source labels plus student-approved visual quality; source subtypes=DM:3,pre_split_source_candidate,c30251ab05124f9cb978974bf188e86973b06606fc651c1febafaae6c1bd239f,
ceymo::train::334b,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,334b,data/raw/v2/ceymo/train/extracted/train/images/334b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/334b.xml,,multi_label;object_detection,yes,3,road_marking,road_marking:3,,road_marking,audited source labels plus student-approved visual quality; source subtypes=DM:3,pre_split_source_candidate,a30165d9bbdc532eff21942dc201ae47ae2fd3e5da013c0919cb48ba6ce33a88,
ceymo::train::335,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,335,data/raw/v2/ceymo/train/extracted/train/images/335.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/335.xml,,multi_label;object_detection,yes,1,road_marking,road_marking:1,,road_marking,audited source labels plus student-approved visual quality; source subtypes=PC:1,pre_split_source_candidate,4a6e61e6ef716502a7a92b0d0375c7e27efc5f367ed5c3ee350dd7cbf2cd0f13,
ceymo::train::335a,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,335a,data/raw/v2/ceymo/train/extracted/train/images/335a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/335a.xml,,multi_label;object_detection,yes,1,road_marking,road_marking:1,,road_marking,audited source labels plus student-approved visual quality; source subtypes=PC:1,pre_split_source_candidate,7563549791f43d1846fe27ce1106c23522f87a64a73242e2612e2da87fee9224,
ceymo::train::336,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,336,data/raw/v2/ceymo/train/extracted/train/images/336.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/336.xml,,multi_label;object_detection,yes,3,road_marking,road_marking:3,,road_marking,audited source labels plus student-approved visual quality; source subtypes=DM:3,pre_split_source_candidate,fe0f1cb72673b559c5277e4465d666ae6b43c0eb5d42ad0c3705bac095f3653e,
ceymo::train::336a,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,336a,data/raw/v2/ceymo/train/extracted/train/images/336a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/336a.xml,,multi_label;object_detection,yes,3,road_marking,road_marking:3,,road_marking,audited source labels plus student-approved visual quality; source subtypes=DM:3,pre_split_source_candidate,b90f9285bc121489ee195fda98daddbed28d7aa7975049b1f68e92f02335b28c,
ceymo::train::336b,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,336b,data/raw/v2/ceymo/train/extracted/train/images/336b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/336b.xml,,multi_label;object_detection,yes,3,road_marking,road_marking:3,,road_marking,audited source labels plus student-approved visual quality; source subtypes=DM:3,pre_split_source_candidate,41f4358edf1754c893d41822c50d28c4c9031e89ef68440017154da1fbda5de2,
ceymo::train::337,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,337,data/raw/v2/ceymo/train/extracted/train/images/337.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/337.xml,,multi_label;object_detection,yes,1,road_marking,road_marking:1,,road_marking,audited source labels plus student-approved visual quality; source subtypes=PC:1,pre_split_source_candidate,fe6fb7ee4c3c4b0f9beb5edce7a50bbe2860f90a4d45676201fee0bb803ffc4c,
ceymo::train::337a,CeyMo,https://github.com/oshadajay/CeyMo,MIT repository licence; confirm dataset-file redistribution coverage,train,337a,data/raw/v2/ceymo/train/extracted/train/images/337a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/337a.xml,,multi_label;object_detection,yes,1,road_marking,road_marking:1,,road_marking,audited source labels plus student-approved visual quality; source subtypes=PC:1,pre_split_source_candidate,1ec863af67c634e9f539c70544f2e49719032f3b50e835701aab621bca9bc92f,
