staging_id,audit_id,source_key,source_dataset,source_split,source_image_path,width,height,image_sha256,mask_sha256,shadow_mask_coverage,shadow_label,road_context_status,intended_use,training_eligibility,duplicate_decision
SHADOW_STAGE_00685,SRD_FULL_01091,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/01090___MG_3004.jpg,840,640,e46d30b449ca598c79f940ee3cbf6a1934ae47019236306a0ccb99475bef0f97,1df0f77fcfed15c44cd3f271b0429f3b3df3f074466abf0d41c5100f6198a5fe,0.023832,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00686,SRD_FULL_01092,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/01091___MG_3005.jpg,840,640,f6cc07ff604a3593fcd47d4a92effc2bd077ddc1709d2a40783de792a4eae494,778acaeacc0a4e5cc76ffb0364534209924d10ce660d08ba564885bf2e8478c3,0.038791,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00687,SRD_FULL_01093,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/01092___MG_3006.jpg,840,640,b9c719ab2b581a4f52684887eb733048bce068814f1348adbef733343940b88c,fb8d1faa1c49cc6c4df99a99a52ec5ffde7659b1dfcc0abfd6eb2af358947007,0.029608,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00688,SRD_FULL_01094,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/01093___MG_3007.jpg,840,640,1ad2c3f21c85c88bda73a11de3885872749efc3e09948e313c70753b0a340bfe,92deeff48a3eb8e96ba0b6c017e1c1359a56791a9077131dccb2e10f97d7fcfd,0.036851,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00689,SRD_FULL_01095,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/01094___MG_3008.jpg,840,640,00ce18df506125006cee5b8db0468bbe9f56b46b189f3fbf2062843572f6772d,82c4853fa32269fb56757de3ca18b71ce1e92d0fd44eb73e7d94b13b313bd814,0.038586,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00690,SRD_FULL_01096,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/01095___MG_3009.jpg,840,640,24861193f706513e29e0353eb6d5405337ede071411d6d6b2cf3f5316f977d07,45e50dc69336059907831775b3c7c48ac1bb9e0881a734fee0869f487228a02b,0.032375,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00691,SRD_FULL_01097,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/01096___MG_3010.jpg,840,640,b3b01f454c9eeb45775d3840c4b3a026ce240a64837a20b6cdfb104c377cc1c8,6157ffccad83d486e18361c6a7d74a6530c7563853d58b3200660f495197cf40,0.060151,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00692,SRD_FULL_01098,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/01097___MG_3011.jpg,840,640,60484a152ec9f1edbbd7fe4f781709542d4b85d2923d734fe466f295b7c50e2a,1415446e08a94df2bd52b4db383c34be50d22f67a192d51bdb1194be484f76c9,0.034799,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00693,SRD_FULL_01099,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/01098___MG_3012.jpg,840,640,77c4dceb8767b001ab1f49dcdb8d7c2624f814feb101523d4e1c366c881523e3,136621acf568910671c0dd0ef67352df3e295545e92016d8683debb2021e6e14,0.067801,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00694,SRD_FULL_01100,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/01099___MG_3013.jpg,840,640,4d04c40a0acfbad902aeda239c7071170223d4371f3790ed237d646f65e788a4,ed4a4e271ccb5831a32dbe554aca7fb1c37de9b02b761d78bc58aa3ce099a10e,0.112275,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00695,SRD_FULL_01101,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/01100___MG_3014.jpg,840,640,165e011a76282684d83346435a78abdb0214a7cb7d0098a02ef3bd8debb1bd92,7307ed33902587c8a74d7f963351dd8acd4b30cf7c356adab99940b0e1095321,0.134637,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00696,SRD_FULL_01102,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/01101___MG_3015.jpg,840,640,98618f6a07c9877226f354eb7908c87053e5b20ae1f422c9efd4f4540e3ab658,c36fadea571fdc57455bc67a2cf2fdca04fadefb322cd9796a5823f6539c4668,0.076771,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00697,SRD_FULL_01103,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/01102___MG_3016.jpg,840,640,c4e1596ab9e6b4855700d7d217ba140f286c5c547bd6e04f91a7157a938cdbfa,eb71d52a14de40fe318ee9639af82bbc4aa90a337211da1e966c4ce1b0a7ce6c,0.181375,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00698,SRD_FULL_01104,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/01103___MG_3017.jpg,840,640,f6f9d70e326ee5bf61ba53c743b139368567caec3ee088e99df5c6fc31e27018,53b7efafef76d4b9a0ca93951efe93fff355fb84cbfabc61698f7fa6e616415e,0.115456,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00699,SRD_FULL_01105,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/01104___MG_3018.jpg,840,640,1c593d859eea537b28958a4f572c9c50f6d02e672e7ec6447243271ef7d49a4c,f6f44c39b6e7da52be8991cfe1065e890cdbf0e4b7f5a7edeb166e094337de58,0.083134,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00700,SRD_FULL_01106,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/01105___MG_3019.jpg,840,640,189681e2de4e02218b5e51852738817d3e5a5ba95d6294d5a644582b883b0a42,0e7cadfa7a28abe66a18e1c431d0032d719e4936e69d4c34e05567f401e4690a,0.096912,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00701,SRD_FULL_01107,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/01106___MG_3020.jpg,840,640,19062753db3f549b05672ffd97790292c29ea6d1170cda935613d598c90ca920,e5e62e6b7cade23ee763cac8f4c0e22feec40e71e128b26717a64e08a628b9fd,0.086371,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00702,SRD_FULL_01108,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/01107___MG_3022.jpg,840,640,d1fb4c2b55bd52752c934ee70985c9d2bbc74c08942d52d3724a2ea3f3e95db8,30b12bdac0b6464b15453a1f87ab45945394b87121db28914cfe891861098bc0,0.200856,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00703,SRD_FULL_01109,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/01108___MG_3023.jpg,840,640,631f00a447353b76fa123ed466f7da8923cbef4d3b6d0a3f7d760124f6a21387,df52d1407f1af80aa31165e0eee491478c43b3a2faf77ad3d504c63e7b00e01b,0.177658,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00704,SRD_FULL_01110,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/01109___MG_3024.jpg,840,640,c585d25d324324fe13f2e63f74c0be2607e61feff816d6732c3096736717fbb0,a1942635176f80c301304798b25f405001a0097ba88ed2e778246cb16bc12d08,0.083737,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00705,SRD_FULL_01111,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/01110___MG_3025.jpg,840,640,9bb3fc945400d81776631f11501b8db1231c959666466bdbd0860d901c01d336,fd5c3942ea88f3ed16a56f35ee5438ba65b732b9254658fe711da6a5563ceef8,0.032015,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00706,SRD_FULL_01112,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/01111___MG_3026.jpg,840,640,c325a3c7777c3c694fcf8e3db7fb4b3d9f00e64995fe7bd70d74f5498a533c8b,a79aff638b2c406ce0bd8f04a58bbd6243fbcff987580a3ca9171a8076240047,0.181057,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00707,SRD_FULL_01113,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/01112___MG_3027.jpg,840,640,276920313e484fbea34a5b27d4ee380c5c0f76a6eddd5e248577b92a6df9b2ba,208f9cef158b93c7648988c55447ea161e9cbbe417c767b0e66ec53adfe5ea9d,0.133242,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00708,SRD_FULL_01114,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/01113___MG_3028.jpg,840,640,075d832318d84e7897cff4ccbec3f32ec1b619b3878ab0e28ac9b5017d37a239,d5dfabde4e26e9ca51cd7b3f4b94ccd9092095c0b6dcb14b528c97c9a18facfe,0.056832,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00709,SRD_FULL_01115,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/01114___MG_3035.jpg,840,640,7fd0be0b751d1b5c0e9a115b294ccc95c3fc16b3acf342db26c70c8181092025,217a10e9b5dd9910941177cd92b08dfe805d832365e05ce41ff73799ce3398e6,0.020309,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00710,SRD_FULL_01116,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/01115___MG_3036.jpg,840,640,8e4996bafee6369a5d985f1c40f8e07606d19d18b7f0ecee8140c6db43b7c29b,ea073b757cabe54cc7b89470c15951aed25ee75405398306f29f583db596e762,0.011317,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00711,SRD_FULL_01117,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/01116___MG_3037.jpg,840,640,78fd1aa4330e3be1d8daf9bf553d07532b4db8ab3a7f5ddb2e083df2aa1c8752,bd5059d8513f87d3be8c9e6bd5e5711ef2d510fe1b922601939ba262c6d467ae,0.027453,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00712,SRD_FULL_01118,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/01117___MG_3038.jpg,840,640,1444f1856255e9940f2aa613b06342b17f9d3562fac3830ea2a348991c5807a9,422b2c3e070c615c43fb16b6f77f75ea63c5fa8b22cbdd21ac02093e3c488dc9,0.027999,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00713,SRD_FULL_01119,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/01118___MG_3039.jpg,840,640,44c9390628b5b290165c21cb70887b89db5a60dccac3ebf9a0e7e11ade35f0ed,15de7a9d70d599673ff713200393f000c735efb67764af123e3fdc75997540db,0.030778,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00714,SRD_FULL_01120,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/01119___MG_3040.jpg,840,640,7f8e0656e17edf278be80f67ad326649d7c3aa7dae76a1d9dc576fc1b89601cb,d21ff0fdb9335c5425dd70e2a9eb643a28cdbdabab0d3cb7de31157511c9a92c,0.103147,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00715,SRD_FULL_01121,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/01120___MG_3041.jpg,840,640,957fd01a4e00f10c60dea801bb54e8fac40c132d7fbd0c3afc2874de779e3c1b,8dc9f7ed497772bc3af4891bb55be0a43b7ac8e583e8230bbf0a76f8e80f527c,0.08221,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00716,SRD_FULL_01122,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/01121___MG_3042.jpg,840,640,2d7aa671bb30cf853a693935c5b9556d44df9c8d689e2ff5a9bceee8e4ad2986,e535860a9318ed1c06aede50a6aac0cc12436b0bf25eca144e6e78939c4c0be9,0.114663,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00717,SRD_FULL_01123,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/01122___MG_3043.jpg,840,640,6ee004e96c30986687b1fb2d8f282a4adbaa56aa9e94f276008ee08e8dc3d629,566160da8b716b990f7b091ea446fbeba0eb1e430a496f68c4b251ac64999278,0.103026,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00718,SRD_FULL_01124,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/01123___MG_3044.jpg,840,640,c5c7be1ec8be5b9a2b334a09a15f11af6eb6d3d54ae48836763902f5b807b9bb,16eab68e636a676540ddb9c46eb76801942ebd4017a9675eac52be497b925531,0.060106,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00719,SRD_FULL_01125,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/01124___MG_3045.jpg,840,640,2ae570c602fc622e9a13a6b927e546510f42edfaaebaa577b0bbba8b491b78c9,0066817095e970ddc9108933ccedb1601cc3dec9d28b90d4db4d42a2f2e6b87a,0.039022,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00720,SRD_FULL_01126,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/01125___MG_3047.jpg,840,640,a9eb34d0e6b4662a259e80dbebbc0232a661ef077f2e3fbe3069ec45a9002425,bde1ea8d24f681a10a747a3b6743789ac5ddb99235e36d1443111803cbb71e60,0.184435,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00721,SRD_FULL_01127,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/01126___MG_3048.jpg,840,640,fc8ae0149564ca5dd999298a05efb5c07896ca9556b712804bfdad1225a29994,d2ce76c9fe950c7f6c23b89cea27e9684096901466200972d367e2f11e390a9f,0.270841,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00722,SRD_FULL_01128,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/01127___MG_3049.jpg,840,640,8fcedfab685f30be0534c7b10b650f040bd6a32227cef0d01dc958357b46aa01,119506aa9a2fe9cc3b86d4e13c4bb949963ccf72d553e3a23ae9a4060f873761,0.186298,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00723,SRD_FULL_01129,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/01128___MG_3050.jpg,840,640,d16395932ac6cab396b11912db6b2e2b2fbc00956301b01e735267b624652be8,89a8170b2160cf4c94b9ea42b6f8000387b0880b900a59e14048096ff74fbf1b,0.117258,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00724,SRD_FULL_01130,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/01129___MG_3051.jpg,840,640,7492eaa2d586ca67a94a1327a48963162f639a2fb502f023a47ef6a20047ec7d,5720ddd17c609741673822059001cbdc52c07840fd89cfb19295ee5551e0d47b,0.014362,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00725,SRD_FULL_01131,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/01130___MG_3052.jpg,840,640,b760e2e1d4ae65a24a0eb75f9f061a613a912f5615e0c8cc59582e8f07ef05a8,e6ba3e44d4469388cdc0e1fac84ebd5ca50dbce893ea1024146dad8a618b3b29,0.110285,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00726,SRD_FULL_01132,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/01131___MG_3053.jpg,840,640,95e3eaa73bcc95c8d7b2ac8b13453afcfd584ed65240e067ef36376cbbe9120f,9f0c9e2438077e6aa0c2bf9cc6cdf5f57d0affa7444ba85d6fbf4e8312c9e4c5,0.029699,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00727,SRD_FULL_01133,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/01132___MG_3054.jpg,840,640,427221dcc3f2bb720d2ce83e9d8d04be2bf669b92c8da989cdad3ff53100f8cd,c6f8e70a465b28e9be222b432c6968137bd36f85ee2a0c5a0ae6d8edf4e8b900,0.071138,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00728,SRD_FULL_01134,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/01133___MG_3055.jpg,840,640,51a893c023587e1ff6a7a4dfa444954cd28396ff4fe071d00be7fe5a3d7da649,e349ce3b9472966c5092972eaf1cb1286bfe9c6ea96a56a3132932c48640a07a,0.12019,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00729,SRD_FULL_01135,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/01134___MG_3056.jpg,840,640,44c8f399b42df25d8f9915539bd0458f4ebe3d6501fafaae483909510922de08,c1209310f232b705050fd5d460288c1a6f2560b14c5a27a95fd223037d8214b3,0.080586,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00730,SRD_FULL_01136,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/01135___MG_3057.jpg,840,640,9a83d34cdd1d7c94a569c866dcc26481f6d5080fb3d2f50c701527a3bb12bdf6,ab443aa050d8528ee7c09db0ef31abad42809a80360f2e22939e61eeac6a6f97,0.07987,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00731,SRD_FULL_01137,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/01136___MG_3058.jpg,840,640,22396c5de6d4f18a5dd9a75c8d1d1984f2babd658e93b9d2be4a26fd3cb8b9b9,ed335dab34e7f8aa9649251b524d5cd3f2fab6c1fc3505001422c13fd3b6e3a9,0.070026,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00732,SRD_FULL_01138,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/01137___MG_3059.jpg,840,640,51f410c42d36ca863b686840d2ca85008895ff9f0f3deadd79ce46684966b5d2,0fb96a4a28570124bf4be2d702d7a086e66339f95cc4c3a5af8f7350ae7213cd,0.066393,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00733,SRD_FULL_01139,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/01138___MG_3060.jpg,840,640,811f1d7ea99fbc25c3f17b2881f79bb1b39857635ff9dacb3409adbc976cd17a,dded43db56d4971f89e8e2dfa67969bafc224aa50a6378917c3d630a428b484b,0.05457,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00734,SRD_FULL_01140,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/01139___MG_3061.jpg,840,640,ed4b8c302e84eb3ab467fc19250ec4397ff36cc7215fa549575e241d752f54ea,708f2212475b1dc1e828d46a2f57412189e631e110f84bdf8b10fb1b6d558859,0.043666,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00735,SRD_FULL_01141,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/01140___MG_3062.jpg,840,640,34e2b539f40269d312627f8f83afbb1ece397aee7df44c06b9309ab1070d3dd2,20cb52fe3c48b4ab938d2cd3acf7c4009958a0343ea53deb4c45eb3f063fa01f,0.075828,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00736,SRD_FULL_01142,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/01141___MG_3063.jpg,840,640,5102b7ffe8e7da4f7b178f2419ce3f3fba3b61b61553a31b7f61b1f24d8f07fc,00c1f6ef05c6462e8465fa8c59a0a1ba2451ebb8f87b651b3b9a127d16bdb481,0.110891,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
SHADOW_STAGE_00737,SRD_FULL_01143,srd,Donghyun99/SRD (unofficial Hugging Face mirror),train,data/raw/v2/srd_full_hf/extracted_shadow_images/train/01142___MG_3064.jpg,840,640,7967ec3aad81fbe3e8cff592a05fcf8a4f38bdd6b540bffe7eb5f53cb3c61686,ddff3c8b504f29ba2c1e1f2d5f92e44a4dd475ff8c121fd565801d095a1dc20c,0.170234,present_from_source_mask,not_individually_road_verified,future_shadow_pattern_pretraining_only,blocked_pending_provenance_license_and_road_context_filter,kept_unique_source_training_record
