candidate_id_a,split_a,label_a,source_a,candidate_id_b,split_b,label_b,source_b,hamming_distance,recommended_action
kaggle_speed_bump::train::bump::VIDEO0009_058.jpg,validation,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0009_060.jpg,train,speed_bump,Kaggle_speed_bump_dataset,0,holdout_required_same_visual_hash
kaggle_speed_bump::train::bump::VIDEO0009_058.jpg,validation,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0009_062.jpg,protected_test,speed_bump,Kaggle_speed_bump_dataset,0,holdout_required_same_visual_hash
kaggle_speed_bump::train::bump::VIDEO0009_059.jpg,train,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0009_062.jpg,protected_test,speed_bump,Kaggle_speed_bump_dataset,0,holdout_required_same_visual_hash
kaggle_speed_bump::train::bump::VIDEO0009_060.jpg,train,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0009_062.jpg,protected_test,speed_bump,Kaggle_speed_bump_dataset,0,holdout_required_same_visual_hash
kaggle_speed_bump::train::bump::VIDEO0009_063.jpg,train,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0009_064.jpg,protected_test,speed_bump,Kaggle_speed_bump_dataset,0,holdout_required_same_visual_hash
kaggle_speed_bump::train::bump::VIDEO0009_063.jpg,train,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0009_072.jpg,protected_test,speed_bump,Kaggle_speed_bump_dataset,0,holdout_required_same_visual_hash
kaggle_speed_bump::train::bump::VIDEO0009_064.jpg,protected_test,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0009_065.jpg,train,speed_bump,Kaggle_speed_bump_dataset,0,holdout_required_same_visual_hash
kaggle_speed_bump::train::bump::VIDEO0009_064.jpg,protected_test,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0009_066.jpg,train,speed_bump,Kaggle_speed_bump_dataset,0,holdout_required_same_visual_hash
kaggle_speed_bump::train::bump::VIDEO0009_064.jpg,protected_test,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0009_067.jpg,train,speed_bump,Kaggle_speed_bump_dataset,0,holdout_required_same_visual_hash
kaggle_speed_bump::train::bump::VIDEO0009_064.jpg,protected_test,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0009_069.jpg,train,speed_bump,Kaggle_speed_bump_dataset,0,holdout_required_same_visual_hash
kaggle_speed_bump::train::bump::VIDEO0009_065.jpg,train,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0009_072.jpg,protected_test,speed_bump,Kaggle_speed_bump_dataset,0,holdout_required_same_visual_hash
kaggle_speed_bump::train::bump::VIDEO0009_066.jpg,train,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0009_072.jpg,protected_test,speed_bump,Kaggle_speed_bump_dataset,0,holdout_required_same_visual_hash
kaggle_speed_bump::train::bump::VIDEO0009_067.jpg,train,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0009_072.jpg,protected_test,speed_bump,Kaggle_speed_bump_dataset,0,holdout_required_same_visual_hash
kaggle_speed_bump::train::bump::VIDEO0009_069.jpg,train,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0009_072.jpg,protected_test,speed_bump,Kaggle_speed_bump_dataset,0,holdout_required_same_visual_hash
kaggle_speed_bump::train::bump::VIDEO0009_071.jpg,train,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0009_075.jpg,validation,speed_bump,Kaggle_speed_bump_dataset,0,holdout_required_same_visual_hash
kaggle_speed_bump::train::bump::VIDEO0009_071.jpg,train,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0009_077.jpg,protected_test,speed_bump,Kaggle_speed_bump_dataset,0,holdout_required_same_visual_hash
kaggle_speed_bump::train::bump::VIDEO0009_071.jpg,train,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0009_081.jpg,validation,speed_bump,Kaggle_speed_bump_dataset,0,holdout_required_same_visual_hash
kaggle_speed_bump::train::bump::VIDEO0009_071.jpg,train,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0009_082.jpg,validation,speed_bump,Kaggle_speed_bump_dataset,0,holdout_required_same_visual_hash
kaggle_speed_bump::train::bump::VIDEO0009_071.jpg,train,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0009_086.jpg,validation,speed_bump,Kaggle_speed_bump_dataset,0,holdout_required_same_visual_hash
kaggle_speed_bump::train::bump::VIDEO0009_073.jpg,train,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0009_075.jpg,validation,speed_bump,Kaggle_speed_bump_dataset,0,holdout_required_same_visual_hash
kaggle_speed_bump::train::bump::VIDEO0009_073.jpg,train,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0009_077.jpg,protected_test,speed_bump,Kaggle_speed_bump_dataset,0,holdout_required_same_visual_hash
kaggle_speed_bump::train::bump::VIDEO0009_073.jpg,train,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0009_081.jpg,validation,speed_bump,Kaggle_speed_bump_dataset,0,holdout_required_same_visual_hash
kaggle_speed_bump::train::bump::VIDEO0009_073.jpg,train,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0009_082.jpg,validation,speed_bump,Kaggle_speed_bump_dataset,0,holdout_required_same_visual_hash
kaggle_speed_bump::train::bump::VIDEO0009_073.jpg,train,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0009_086.jpg,validation,speed_bump,Kaggle_speed_bump_dataset,0,holdout_required_same_visual_hash
kaggle_speed_bump::train::bump::VIDEO0009_074.jpg,train,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0009_078.jpg,protected_test,speed_bump,Kaggle_speed_bump_dataset,0,holdout_required_same_visual_hash
kaggle_speed_bump::train::bump::VIDEO0009_075.jpg,validation,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0009_077.jpg,protected_test,speed_bump,Kaggle_speed_bump_dataset,0,holdout_required_same_visual_hash
kaggle_speed_bump::train::bump::VIDEO0009_075.jpg,validation,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0009_079.jpg,train,speed_bump,Kaggle_speed_bump_dataset,0,holdout_required_same_visual_hash
kaggle_speed_bump::train::bump::VIDEO0009_075.jpg,validation,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0009_080.jpg,train,speed_bump,Kaggle_speed_bump_dataset,0,holdout_required_same_visual_hash
kaggle_speed_bump::train::bump::VIDEO0009_075.jpg,validation,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0009_083.jpg,train,speed_bump,Kaggle_speed_bump_dataset,0,holdout_required_same_visual_hash
kaggle_speed_bump::train::bump::VIDEO0009_075.jpg,validation,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0009_084.jpg,train,speed_bump,Kaggle_speed_bump_dataset,0,holdout_required_same_visual_hash
kaggle_speed_bump::train::bump::VIDEO0009_075.jpg,validation,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0009_085.jpg,train,speed_bump,Kaggle_speed_bump_dataset,0,holdout_required_same_visual_hash
kaggle_speed_bump::train::bump::VIDEO0009_076.jpg,train,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0009_078.jpg,protected_test,speed_bump,Kaggle_speed_bump_dataset,0,holdout_required_same_visual_hash
kaggle_speed_bump::train::bump::VIDEO0009_077.jpg,protected_test,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0009_079.jpg,train,speed_bump,Kaggle_speed_bump_dataset,0,holdout_required_same_visual_hash
kaggle_speed_bump::train::bump::VIDEO0009_077.jpg,protected_test,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0009_080.jpg,train,speed_bump,Kaggle_speed_bump_dataset,0,holdout_required_same_visual_hash
kaggle_speed_bump::train::bump::VIDEO0009_077.jpg,protected_test,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0009_081.jpg,validation,speed_bump,Kaggle_speed_bump_dataset,0,holdout_required_same_visual_hash
kaggle_speed_bump::train::bump::VIDEO0009_077.jpg,protected_test,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0009_082.jpg,validation,speed_bump,Kaggle_speed_bump_dataset,0,holdout_required_same_visual_hash
kaggle_speed_bump::train::bump::VIDEO0009_077.jpg,protected_test,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0009_083.jpg,train,speed_bump,Kaggle_speed_bump_dataset,0,holdout_required_same_visual_hash
kaggle_speed_bump::train::bump::VIDEO0009_077.jpg,protected_test,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0009_084.jpg,train,speed_bump,Kaggle_speed_bump_dataset,0,holdout_required_same_visual_hash
kaggle_speed_bump::train::bump::VIDEO0009_077.jpg,protected_test,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0009_085.jpg,train,speed_bump,Kaggle_speed_bump_dataset,0,holdout_required_same_visual_hash
kaggle_speed_bump::train::bump::VIDEO0009_077.jpg,protected_test,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0009_086.jpg,validation,speed_bump,Kaggle_speed_bump_dataset,0,holdout_required_same_visual_hash
kaggle_speed_bump::train::bump::VIDEO0009_079.jpg,train,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0009_081.jpg,validation,speed_bump,Kaggle_speed_bump_dataset,0,holdout_required_same_visual_hash
kaggle_speed_bump::train::bump::VIDEO0009_079.jpg,train,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0009_082.jpg,validation,speed_bump,Kaggle_speed_bump_dataset,0,holdout_required_same_visual_hash
kaggle_speed_bump::train::bump::VIDEO0009_079.jpg,train,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0009_086.jpg,validation,speed_bump,Kaggle_speed_bump_dataset,0,holdout_required_same_visual_hash
kaggle_speed_bump::train::bump::VIDEO0009_080.jpg,train,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0009_081.jpg,validation,speed_bump,Kaggle_speed_bump_dataset,0,holdout_required_same_visual_hash
kaggle_speed_bump::train::bump::VIDEO0009_080.jpg,train,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0009_082.jpg,validation,speed_bump,Kaggle_speed_bump_dataset,0,holdout_required_same_visual_hash
kaggle_speed_bump::train::bump::VIDEO0009_080.jpg,train,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0009_086.jpg,validation,speed_bump,Kaggle_speed_bump_dataset,0,holdout_required_same_visual_hash
kaggle_speed_bump::train::bump::VIDEO0009_081.jpg,validation,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0009_083.jpg,train,speed_bump,Kaggle_speed_bump_dataset,0,holdout_required_same_visual_hash
kaggle_speed_bump::train::bump::VIDEO0009_081.jpg,validation,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0009_084.jpg,train,speed_bump,Kaggle_speed_bump_dataset,0,holdout_required_same_visual_hash
kaggle_speed_bump::train::bump::VIDEO0009_081.jpg,validation,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0009_085.jpg,train,speed_bump,Kaggle_speed_bump_dataset,0,holdout_required_same_visual_hash
kaggle_speed_bump::train::bump::VIDEO0009_082.jpg,validation,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0009_083.jpg,train,speed_bump,Kaggle_speed_bump_dataset,0,holdout_required_same_visual_hash
kaggle_speed_bump::train::bump::VIDEO0009_082.jpg,validation,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0009_084.jpg,train,speed_bump,Kaggle_speed_bump_dataset,0,holdout_required_same_visual_hash
kaggle_speed_bump::train::bump::VIDEO0009_082.jpg,validation,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0009_085.jpg,train,speed_bump,Kaggle_speed_bump_dataset,0,holdout_required_same_visual_hash
kaggle_speed_bump::train::bump::VIDEO0009_083.jpg,train,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0009_086.jpg,validation,speed_bump,Kaggle_speed_bump_dataset,0,holdout_required_same_visual_hash
kaggle_speed_bump::train::bump::VIDEO0009_084.jpg,train,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0009_086.jpg,validation,speed_bump,Kaggle_speed_bump_dataset,0,holdout_required_same_visual_hash
kaggle_speed_bump::train::bump::VIDEO0009_085.jpg,train,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0009_086.jpg,validation,speed_bump,Kaggle_speed_bump_dataset,0,holdout_required_same_visual_hash
kaggle_speed_bump::train::bump::VIDEO0010_001.jpg,validation,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0010_002.jpg,train,speed_bump,Kaggle_speed_bump_dataset,0,holdout_required_same_visual_hash
kaggle_speed_bump::train::bump::VIDEO0011_012.jpg,train,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0011_013.jpg,validation,speed_bump,Kaggle_speed_bump_dataset,0,holdout_required_same_visual_hash
kaggle_speed_bump::train::bump::VIDEO0011_059.jpg,train,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0011_060.jpg,validation,speed_bump,Kaggle_speed_bump_dataset,0,holdout_required_same_visual_hash
kaggle_speed_bump::train::bump::VIDEO0012_012.jpg,train,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0012_013.jpg,validation,speed_bump,Kaggle_speed_bump_dataset,0,holdout_required_same_visual_hash
kaggle_speed_bump::train::bump::VIDEO0012_012.jpg,train,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0012_014.jpg,protected_test,speed_bump,Kaggle_speed_bump_dataset,0,holdout_required_same_visual_hash
kaggle_speed_bump::train::bump::VIDEO0012_013.jpg,validation,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0012_014.jpg,protected_test,speed_bump,Kaggle_speed_bump_dataset,0,holdout_required_same_visual_hash
kaggle_speed_bump::train::bump::VIDEO0012_056.jpg,validation,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0012_057.jpg,protected_test,speed_bump,Kaggle_speed_bump_dataset,0,holdout_required_same_visual_hash
kaggle_speed_bump::train::bump::VIDEO0012_056.jpg,validation,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0012_058.jpg,protected_test,speed_bump,Kaggle_speed_bump_dataset,0,holdout_required_same_visual_hash
kaggle_speed_bump::train::bump::VIDEO0012_063.jpg,protected_test,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0012_064.jpg,validation,speed_bump,Kaggle_speed_bump_dataset,0,holdout_required_same_visual_hash
kaggle_speed_bump::train::bump::VIDEO0012_063.jpg,protected_test,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0012_065.jpg,train,speed_bump,Kaggle_speed_bump_dataset,0,holdout_required_same_visual_hash
kaggle_speed_bump::train::bump::VIDEO0012_064.jpg,validation,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0012_065.jpg,train,speed_bump,Kaggle_speed_bump_dataset,0,holdout_required_same_visual_hash
kaggle_speed_bump::train::bump::VID_20190924_164355_022.jpg,protected_test,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VID_20190924_164355_023.jpg,validation,speed_bump,Kaggle_speed_bump_dataset,0,holdout_required_same_visual_hash
svrdd::train::09002200121901201615033222L_1295467600_483137100,train,repaired_road,SVRDD_YOLO,svrdd::train::09002200121901201615052102L_1295466000_483136100,protected_test,repaired_road,SVRDD_YOLO,0,holdout_required_same_visual_hash
v1::train::pothole::07c0bb744a71_pothole793.jpg,train,pothole,V1_Kaggle_pothole_detection,v1::train::pothole::f7633013faec_pothole442.jpg,protected_test,pothole,V1_Kaggle_pothole_detection,0,holdout_required_same_visual_hash
v1::train::pothole::cdff4597f327_pothole447.jpg,validation,pothole,V1_Kaggle_pothole_detection,v1::train::pothole::e86c2e126f71_pothole48.jpg,train,pothole,V1_Kaggle_pothole_detection,0,holdout_required_same_visual_hash
zenodo_normal_pothole::normal::NR21,protected_test,normal_asphalt,Zenodo Normal-Pothole Dataset,zenodo_normal_pothole::normal::NR535,train,normal_asphalt,Zenodo Normal-Pothole Dataset,0,holdout_required_same_visual_hash
github_pothole::github_pothole::img-1007,validation,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-530,train,pothole,jaygala24_pothole_detection,1,holdout_required_likely_near_duplicate
github_pothole::github_pothole::img-1007,validation,pothole,jaygala24_pothole_detection,v1::train::pothole::95b11b87ebb3_pothole133.jpg,train,pothole,V1_Kaggle_pothole_detection,1,holdout_required_likely_near_duplicate
github_pothole::github_pothole::img-1008,validation,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-532,train,pothole,jaygala24_pothole_detection,1,holdout_required_likely_near_duplicate
github_pothole::github_pothole::img-1010,train,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-315,validation,pothole,jaygala24_pothole_detection,1,holdout_required_likely_near_duplicate
github_pothole::github_pothole::img-1010,train,pothole,jaygala24_pothole_detection,v1::train::pothole::fff5320a7c86_pothole302.jpg,protected_test,pothole,V1_Kaggle_pothole_detection,1,holdout_required_likely_near_duplicate
github_pothole::github_pothole::img-1017,train,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-498,protected_test,pothole,jaygala24_pothole_detection,1,holdout_required_likely_near_duplicate
github_pothole::github_pothole::img-1018,validation,pothole,jaygala24_pothole_detection,v1::train::pothole::6774b22572ba_pothole151.jpg,train,pothole,V1_Kaggle_pothole_detection,1,holdout_required_likely_near_duplicate
github_pothole::github_pothole::img-1030,train,pothole,jaygala24_pothole_detection,v1::train::pothole::283e4691e831_pothole639.jpg,protected_test,pothole,V1_Kaggle_pothole_detection,1,holdout_required_likely_near_duplicate
github_pothole::github_pothole::img-1037,train,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-473,protected_test,pothole,jaygala24_pothole_detection,1,holdout_required_likely_near_duplicate
github_pothole::github_pothole::img-1041,train,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-345,validation,pothole,jaygala24_pothole_detection,1,holdout_required_likely_near_duplicate
github_pothole::github_pothole::img-1042,train,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-946,validation,pothole,jaygala24_pothole_detection,1,holdout_required_likely_near_duplicate
github_pothole::github_pothole::img-1042,train,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-964,protected_test,pothole,jaygala24_pothole_detection,1,holdout_required_likely_near_duplicate
github_pothole::github_pothole::img-1044,validation,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-405,protected_test,pothole,jaygala24_pothole_detection,1,holdout_required_likely_near_duplicate
github_pothole::github_pothole::img-1044,validation,pothole,jaygala24_pothole_detection,v1::train::pothole::51ea507acfc8_pothole453.jpg,protected_test,pothole,V1_Kaggle_pothole_detection,1,holdout_required_likely_near_duplicate
github_pothole::github_pothole::img-1045,train,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-299,protected_test,pothole,jaygala24_pothole_detection,1,holdout_required_likely_near_duplicate
github_pothole::github_pothole::img-1046,protected_test,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-391,train,pothole,jaygala24_pothole_detection,1,holdout_required_likely_near_duplicate
github_pothole::github_pothole::img-1047,protected_test,pothole,jaygala24_pothole_detection,v1::train::pothole::91748e90249a_pothole251.jpg,train,pothole,V1_Kaggle_pothole_detection,1,holdout_required_likely_near_duplicate
github_pothole::github_pothole::img-1048,validation,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-492,train,pothole,jaygala24_pothole_detection,1,holdout_required_likely_near_duplicate
github_pothole::github_pothole::img-1048,validation,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-736,train,pothole,jaygala24_pothole_detection,1,holdout_required_likely_near_duplicate
github_pothole::github_pothole::img-1048,validation,pothole,jaygala24_pothole_detection,v1::train::pothole::07c0bb744a71_pothole793.jpg,train,pothole,V1_Kaggle_pothole_detection,1,holdout_required_likely_near_duplicate
github_pothole::github_pothole::img-1048,validation,pothole,jaygala24_pothole_detection,v1::train::pothole::f7633013faec_pothole442.jpg,protected_test,pothole,V1_Kaggle_pothole_detection,1,holdout_required_likely_near_duplicate
github_pothole::github_pothole::img-1053,train,pothole,jaygala24_pothole_detection,v1::train::pothole::e35d642113ca_pothole655.jpg,protected_test,pothole,V1_Kaggle_pothole_detection,1,holdout_required_likely_near_duplicate
github_pothole::github_pothole::img-1064,validation,pothole,jaygala24_pothole_detection,v1::train::pothole::9d9617db6148_pothole725.jpg,train,pothole,V1_Kaggle_pothole_detection,1,holdout_required_likely_near_duplicate
github_pothole::github_pothole::img-1071,validation,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-511,train,pothole,jaygala24_pothole_detection,1,holdout_required_likely_near_duplicate
github_pothole::github_pothole::img-1072,train,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-482,validation,pothole,jaygala24_pothole_detection,1,holdout_required_likely_near_duplicate
github_pothole::github_pothole::img-1076,protected_test,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-364,train,pothole,jaygala24_pothole_detection,1,holdout_required_likely_near_duplicate
github_pothole::github_pothole::img-1080,validation,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-351,train,pothole,jaygala24_pothole_detection,1,holdout_required_likely_near_duplicate
github_pothole::github_pothole::img-1081,protected_test,pothole,jaygala24_pothole_detection,v1::train::pothole::cde53457190e_pothole493.jpg,train,pothole,V1_Kaggle_pothole_detection,1,holdout_required_likely_near_duplicate
github_pothole::github_pothole::img-1087,train,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-309,protected_test,pothole,jaygala24_pothole_detection,1,holdout_required_likely_near_duplicate
github_pothole::github_pothole::img-1089,train,pothole,jaygala24_pothole_detection,v1::train::pothole::1e6b614ca583_pothole97.jpg,validation,pothole,V1_Kaggle_pothole_detection,1,holdout_required_likely_near_duplicate
github_pothole::github_pothole::img-1095,validation,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-534,train,pothole,jaygala24_pothole_detection,1,holdout_required_likely_near_duplicate
github_pothole::github_pothole::img-1095,validation,pothole,jaygala24_pothole_detection,v1::train::pothole::b07798ad8a00_pothole473.jpg,train,pothole,V1_Kaggle_pothole_detection,1,holdout_required_likely_near_duplicate
github_pothole::github_pothole::img-1100,validation,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-490,train,pothole,jaygala24_pothole_detection,1,holdout_required_likely_near_duplicate
github_pothole::github_pothole::img-1104,validation,pothole,jaygala24_pothole_detection,v1::train::pothole::d20232bee405_pothole780.jpg,train,pothole,V1_Kaggle_pothole_detection,1,holdout_required_likely_near_duplicate
github_pothole::github_pothole::img-1106,validation,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-610,protected_test,pothole,jaygala24_pothole_detection,1,holdout_required_likely_near_duplicate
github_pothole::github_pothole::img-1117,protected_test,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-517,train,pothole,jaygala24_pothole_detection,1,holdout_required_likely_near_duplicate
github_pothole::github_pothole::img-1124,protected_test,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-627,train,pothole,jaygala24_pothole_detection,1,holdout_required_likely_near_duplicate
github_pothole::github_pothole::img-1126,train,pothole,jaygala24_pothole_detection,v1::train::pothole::383f477bd2ee_pothole275.jpg,protected_test,pothole,V1_Kaggle_pothole_detection,1,holdout_required_likely_near_duplicate
github_pothole::github_pothole::img-1131,protected_test,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-503,validation,pothole,jaygala24_pothole_detection,1,holdout_required_likely_near_duplicate
github_pothole::github_pothole::img-1137,validation,pothole,jaygala24_pothole_detection,v1::train::pothole::d4cb170d6198_pothole437.jpg,train,pothole,V1_Kaggle_pothole_detection,1,holdout_required_likely_near_duplicate
github_pothole::github_pothole::img-1141,train,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-424,validation,pothole,jaygala24_pothole_detection,1,holdout_required_likely_near_duplicate
github_pothole::github_pothole::img-1142,train,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-396,protected_test,pothole,jaygala24_pothole_detection,1,holdout_required_likely_near_duplicate
github_pothole::github_pothole::img-1150,train,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-491,validation,pothole,jaygala24_pothole_detection,1,holdout_required_likely_near_duplicate
github_pothole::github_pothole::img-1154,train,pothole,jaygala24_pothole_detection,v1::train::pothole::f33606651e17_pothole195.jpg,validation,pothole,V1_Kaggle_pothole_detection,1,holdout_required_likely_near_duplicate
github_pothole::github_pothole::img-1158,validation,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-620,train,pothole,jaygala24_pothole_detection,1,holdout_required_likely_near_duplicate
github_pothole::github_pothole::img-1159,validation,pothole,jaygala24_pothole_detection,v1::train::pothole::10f46d72ce7b_pothole672.jpg,train,pothole,V1_Kaggle_pothole_detection,1,holdout_required_likely_near_duplicate
github_pothole::github_pothole::img-1166,protected_test,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-505,validation,pothole,jaygala24_pothole_detection,1,holdout_required_likely_near_duplicate
github_pothole::github_pothole::img-1167,validation,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-388,train,pothole,jaygala24_pothole_detection,1,holdout_required_likely_near_duplicate
github_pothole::github_pothole::img-1169,protected_test,pothole,jaygala24_pothole_detection,v1::train::pothole::ea6a00a7924e_pothole537.jpg,train,pothole,V1_Kaggle_pothole_detection,1,holdout_required_likely_near_duplicate
github_pothole::github_pothole::img-1174,train,pothole,jaygala24_pothole_detection,v1::train::pothole::f94e2737be56_pothole603.jpg,validation,pothole,V1_Kaggle_pothole_detection,1,holdout_required_likely_near_duplicate
github_pothole::github_pothole::img-1177,train,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-290,protected_test,pothole,jaygala24_pothole_detection,1,holdout_required_likely_near_duplicate
github_pothole::github_pothole::img-1187,protected_test,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-489,train,pothole,jaygala24_pothole_detection,1,holdout_required_likely_near_duplicate
