source_record_id,source_image_path,source_annotation_path,source_subtype_labels,source_subtype_counts,mapped_object_count,mapped_object_label_counts,road_marking_present,sha256,exact_duplicate_group_id,duplicate_role,selection_rule,candidate_status
204a,data/raw/v2/ceymo/train/extracted/train/images/204a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/204a.xml,DM,DM:2,2,road_marking:2,yes,6337f8fd3fbcb1730e4816a9185f49ff24a8efe4bf78da32d933ae7b09fe7ed3,,unique,audited_source_training_record,pre_split_source_candidate
205,data/raw/v2/ceymo/train/extracted/train/images/205.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/205.xml,SA,SA:1,1,road_marking:1,yes,6c3360a9dbbbdafd98a699e1305ea77e87594cc77dc46653b0cce1fe76cc53c8,,unique,audited_source_training_record,pre_split_source_candidate
205a,data/raw/v2/ceymo/train/extracted/train/images/205a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/205a.xml,SA,SA:1,1,road_marking:1,yes,d7e0752f2b2e02785a4dcb6e49bc427fe137fd976262bbc6a7de671543a6c748,,unique,audited_source_training_record,pre_split_source_candidate
205b,data/raw/v2/ceymo/train/extracted/train/images/205b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/205b.xml,SA,SA:1,1,road_marking:1,yes,68019dd35cf7e4c79e7ee8c28715076c28e7c3459a87265d69d0d52a888f6520,,unique,audited_source_training_record,pre_split_source_candidate
205c,data/raw/v2/ceymo/train/extracted/train/images/205c.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/205c.xml,SA,SA:1,1,road_marking:1,yes,a508636d8b735929f49684205ea0856c681d346b2fe2ea3894e66da4f7d78760,,unique,audited_source_training_record,pre_split_source_candidate
206,data/raw/v2/ceymo/train/extracted/train/images/206.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/206.xml,SA,SA:1,1,road_marking:1,yes,dc431f29ec7d5a66b1a58daf9c93667f4874b94c458f6789452501ebb07eacfb,,unique,audited_source_training_record,pre_split_source_candidate
206a,data/raw/v2/ceymo/train/extracted/train/images/206a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/206a.xml,SA,SA:1,1,road_marking:1,yes,1a0efb4b7421733a5a805ff51e698dbcae44698bc1a9515883f79fb4cd2072ff,,unique,audited_source_training_record,pre_split_source_candidate
206b,data/raw/v2/ceymo/train/extracted/train/images/206b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/206b.xml,SA,SA:1,1,road_marking:1,yes,00fdf9a7c27634049a69ecaa8bfea7bf2d1f0537485ae2c4746f2301982a7575,,unique,audited_source_training_record,pre_split_source_candidate
206c,data/raw/v2/ceymo/train/extracted/train/images/206c.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/206c.xml,SA,SA:1,1,road_marking:1,yes,4de7da7af9974925a96cd7bec5f8e3b1ca5fdd4289bda96985af5c2cf56e1623,,unique,audited_source_training_record,pre_split_source_candidate
207,data/raw/v2/ceymo/train/extracted/train/images/207.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/207.xml,SA,SA:1,1,road_marking:1,yes,3d94a448b99137a1105843b7126cce7f2c1c556f7bfe1937350435f4a35d7e78,,unique,audited_source_training_record,pre_split_source_candidate
207a,data/raw/v2/ceymo/train/extracted/train/images/207a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/207a.xml,SA,SA:1,1,road_marking:1,yes,c969ad8e2211afe49ff9cefe4b4c21b12958ba2d029edf3ed6c35bf19fe15134,,unique,audited_source_training_record,pre_split_source_candidate
207b,data/raw/v2/ceymo/train/extracted/train/images/207b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/207b.xml,SA,SA:1,1,road_marking:1,yes,dd24e0355db5183a2f1d3ad6bc4f936e4092fff8daf568f2e8c3aa6f6a6ec8ee,,unique,audited_source_training_record,pre_split_source_candidate
207c,data/raw/v2/ceymo/train/extracted/train/images/207c.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/207c.xml,SA,SA:1,1,road_marking:1,yes,085c4ffd3f599aae68425e893371f7008ee79d28372695d918b045aae0adaf15,,unique,audited_source_training_record,pre_split_source_candidate
208,data/raw/v2/ceymo/train/extracted/train/images/208.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/208.xml,DM,DM:2,2,road_marking:2,yes,b25933c2b355844a15d02f8b5152f20dd115864260a3f25263cd1f6fa713132f,,unique,audited_source_training_record,pre_split_source_candidate
208a,data/raw/v2/ceymo/train/extracted/train/images/208a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/208a.xml,DM,DM:2,2,road_marking:2,yes,3412fb76b1ec01575295f0f4d42f2a7a7aa17964c950cbf61467bda886ee7038,,unique,audited_source_training_record,pre_split_source_candidate
208b,data/raw/v2/ceymo/train/extracted/train/images/208b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/208b.xml,DM,DM:2,2,road_marking:2,yes,d19fc6cf144f2d3b17b46c6c98e2ecf816fc91f612a7e82b1aad847512a467d5,,unique,audited_source_training_record,pre_split_source_candidate
209,data/raw/v2/ceymo/train/extracted/train/images/209.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/209.xml,DM,DM:2,2,road_marking:2,yes,7ed08d1d24c2e9774038063527b8281ccf06e19b4666e750d2815cd7b07b05b5,,unique,audited_source_training_record,pre_split_source_candidate
209a,data/raw/v2/ceymo/train/extracted/train/images/209a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/209a.xml,DM,DM:2,2,road_marking:2,yes,4449515b063c93bd04cb79924cf5f0b401a60e9c3d24c51461f0115dff8dc957,,unique,audited_source_training_record,pre_split_source_candidate
209b,data/raw/v2/ceymo/train/extracted/train/images/209b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/209b.xml,DM,DM:2,2,road_marking:2,yes,21221039f08bd1c8e30511963010a5f67e64872a9a37c21ce67eefcba49cd585,,unique,audited_source_training_record,pre_split_source_candidate
20a,data/raw/v2/ceymo/train/extracted/train/images/20a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/20a.xml,SA;SLA,SA:1;SLA:1,2,road_marking:2,yes,da9cab61678270e48e7300cd1a05df43a75ca716b4c066cee0ab5a14259b581e,,unique,audited_source_training_record,pre_split_source_candidate
20b,data/raw/v2/ceymo/train/extracted/train/images/20b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/20b.xml,SA;SLA,SA:1;SLA:1,2,road_marking:2,yes,0fbbbc3edd23045ace1f13a9cf58dd0d297b14116911acaf6f485ac498af6d50,,unique,audited_source_training_record,pre_split_source_candidate
20c,data/raw/v2/ceymo/train/extracted/train/images/20c.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/20c.xml,SA;SLA,SA:1;SLA:1,2,road_marking:2,yes,03f8685055ac892f42ea3993a2c3e5a2f91474059a1e358b5d16b3baf2d01d3e,,unique,audited_source_training_record,pre_split_source_candidate
20d,data/raw/v2/ceymo/train/extracted/train/images/20d.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/20d.xml,SA;SLA,SA:1;SLA:1,2,road_marking:2,yes,877741a022dee89617791fad120e3d75812f104a4691f94b022e0c7b97b79747,,unique,audited_source_training_record,pre_split_source_candidate
21,data/raw/v2/ceymo/train/extracted/train/images/21.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/21.xml,SA;SLA,SA:1;SLA:1,2,road_marking:2,yes,838390e17010ae64aa9cb43a49dd9a51570895addf0ca6348c4610294b66a079,,unique,audited_source_training_record,pre_split_source_candidate
210,data/raw/v2/ceymo/train/extracted/train/images/210.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/210.xml,DM,DM:2,2,road_marking:2,yes,9df6312051572d32806833f0650e2dff430ef66111f33c5e95c85a1767ebd1e9,,unique,audited_source_training_record,pre_split_source_candidate
210a,data/raw/v2/ceymo/train/extracted/train/images/210a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/210a.xml,DM,DM:2,2,road_marking:2,yes,fce3147c07182fc1a50b222e71eb94cb77f0ab8c4cacb3db8d95eec57024c549,,unique,audited_source_training_record,pre_split_source_candidate
210b,data/raw/v2/ceymo/train/extracted/train/images/210b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/210b.xml,DM,DM:2,2,road_marking:2,yes,f2df1464ee2bf7fea0177c9daa7dde4c2c1440f551818327f248144903d5949e,,unique,audited_source_training_record,pre_split_source_candidate
211,data/raw/v2/ceymo/train/extracted/train/images/211.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/211.xml,DM,DM:2,2,road_marking:2,yes,2f8b1920e77a3a99da0cb90df14310565e738ed1ce142c7f61e72e93b8cb03e7,,unique,audited_source_training_record,pre_split_source_candidate
211a,data/raw/v2/ceymo/train/extracted/train/images/211a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/211a.xml,DM,DM:2,2,road_marking:2,yes,6fb9fd47cc731ee9af4abae98458001f7d9afd6b482fd5dd2de2bf655b5a591d,,unique,audited_source_training_record,pre_split_source_candidate
211b,data/raw/v2/ceymo/train/extracted/train/images/211b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/211b.xml,DM,DM:2,2,road_marking:2,yes,6e04aa6b9d333fc1fd49cd2914b19fa276fabb175179dd1174d189e1563b3d3b,,unique,audited_source_training_record,pre_split_source_candidate
212,data/raw/v2/ceymo/train/extracted/train/images/212.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/212.xml,SA,SA:3,3,road_marking:3,yes,86978ce4131caf7dc02f7252a114b71c7fdead8c5eb52e2cf57a7d19aa37c091,,unique,audited_source_training_record,pre_split_source_candidate
212a,data/raw/v2/ceymo/train/extracted/train/images/212a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/212a.xml,SA,SA:3,3,road_marking:3,yes,6e20a5948d8f3c9cdf2279bcfdd0e8706c09a52b495b11cca71ede35a4f3fea3,,unique,audited_source_training_record,pre_split_source_candidate
212b,data/raw/v2/ceymo/train/extracted/train/images/212b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/212b.xml,SA,SA:3,3,road_marking:3,yes,2a3aff601a43470dcdd06a47c3c7f45813ed5a71ef46e010da3a3b43adb8d976,,unique,audited_source_training_record,pre_split_source_candidate
212c,data/raw/v2/ceymo/train/extracted/train/images/212c.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/212c.xml,SA,SA:3,3,road_marking:3,yes,ea08fcf1a970da159ed7d8b338ca54beac1052b6f78b8145ccd80c31b7e98e3c,,unique,audited_source_training_record,pre_split_source_candidate
212d,data/raw/v2/ceymo/train/extracted/train/images/212d.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/212d.xml,SA,SA:3,3,road_marking:3,yes,ff50c321f5297f022870d28b9fcfe6ed4106d6c8cf4ed033d923ca467531fa41,,unique,audited_source_training_record,pre_split_source_candidate
213,data/raw/v2/ceymo/train/extracted/train/images/213.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/213.xml,SA,SA:2,2,road_marking:2,yes,945a0c421a744142d655258ed98ba149dbaa6011ac6fd94fd69e995794f9d908,,unique,audited_source_training_record,pre_split_source_candidate
213a,data/raw/v2/ceymo/train/extracted/train/images/213a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/213a.xml,SA,SA:2,2,road_marking:2,yes,a178cc4517a8fa76c1d27f6309b90f27426815ec2fdc6fee25c178568f9c7f03,,unique,audited_source_training_record,pre_split_source_candidate
213b,data/raw/v2/ceymo/train/extracted/train/images/213b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/213b.xml,SA,SA:2,2,road_marking:2,yes,d1902a6dc83c57475301897fab8ba88f02aa3ab214320227afc0517bcfbba31c,,unique,audited_source_training_record,pre_split_source_candidate
213c,data/raw/v2/ceymo/train/extracted/train/images/213c.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/213c.xml,SA,SA:2,2,road_marking:2,yes,0d2a590fcdf812e550d2d71a14fae5c8d7f0ece1dd2a2e1a4e0dc19e3b7d4847,,unique,audited_source_training_record,pre_split_source_candidate
213d,data/raw/v2/ceymo/train/extracted/train/images/213d.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/213d.xml,SA,SA:2,2,road_marking:2,yes,790485f97c7ad568ee9800cbd14ce7a71683a8f93462d1c3cc131c8ed126976b,,unique,audited_source_training_record,pre_split_source_candidate
214,data/raw/v2/ceymo/train/extracted/train/images/214.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/214.xml,SA,SA:3,3,road_marking:3,yes,64c51bc8fc8987eb2b6d9eb0f002d3f51aba04172c9fe0fb1551bdddd59d2b85,,unique,audited_source_training_record,pre_split_source_candidate
214a,data/raw/v2/ceymo/train/extracted/train/images/214a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/214a.xml,SA,SA:2,2,road_marking:2,yes,14eae054298ea5f856c75894d7151b3201e99166813aa8937fbfe645cc9167ce,,unique,audited_source_training_record,pre_split_source_candidate
214b,data/raw/v2/ceymo/train/extracted/train/images/214b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/214b.xml,SA,SA:3,3,road_marking:3,yes,de30b9c015690d1b191714761191dc486403f04b7c82307a3a19c9315f35148b,,unique,audited_source_training_record,pre_split_source_candidate
214c,data/raw/v2/ceymo/train/extracted/train/images/214c.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/214c.xml,SA,SA:3,3,road_marking:3,yes,a626e8e9e0090ffeab432a46d10f5a0e6bac1af3754d7adbb6a52975053c3b2c,,unique,audited_source_training_record,pre_split_source_candidate
215,data/raw/v2/ceymo/train/extracted/train/images/215.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/215.xml,SA,SA:2,2,road_marking:2,yes,4d03529b491b2f435459f7ea69fb91978281161b6e56be265018c7a4ffcf964a,,unique,audited_source_training_record,pre_split_source_candidate
215a,data/raw/v2/ceymo/train/extracted/train/images/215a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/215a.xml,SA,SA:2,2,road_marking:2,yes,4d16a7240e4268d7fdba02e277630dcc1f632b829480dc7d9ed720aae4d5e672,,unique,audited_source_training_record,pre_split_source_candidate
215b,data/raw/v2/ceymo/train/extracted/train/images/215b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/215b.xml,SA,SA:2,2,road_marking:2,yes,a3be4aeafdefe4bce5ec143a868849ba26d81814b8ff502ec6080b47d928f764,,unique,audited_source_training_record,pre_split_source_candidate
215c,data/raw/v2/ceymo/train/extracted/train/images/215c.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/215c.xml,SA,SA:2,2,road_marking:2,yes,037e7f2cb2d4f24f6287ff5864da4076a6492ea35edde1b7ff86d1a8087ad937,,unique,audited_source_training_record,pre_split_source_candidate
216,data/raw/v2/ceymo/train/extracted/train/images/216.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/216.xml,SL,SL:1,1,road_marking:1,yes,b072d6872faa430b5fe25325c53e9d5f2923dbc67b9aaa54cb58455f7746b808,,unique,audited_source_training_record,pre_split_source_candidate
216a,data/raw/v2/ceymo/train/extracted/train/images/216a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/216a.xml,SL,SL:1,1,road_marking:1,yes,6e74b60392b8cbed67b17ba8e82eb3548ac09fc27bb0c98eda5e36ef2a7b8194,,unique,audited_source_training_record,pre_split_source_candidate
216b,data/raw/v2/ceymo/train/extracted/train/images/216b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/216b.xml,SL,SL:1,1,road_marking:1,yes,4fbbf706c515253d018b9c8f0d862a18b87461f9037b41b68149544a76527a46,,unique,audited_source_training_record,pre_split_source_candidate
216c,data/raw/v2/ceymo/train/extracted/train/images/216c.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/216c.xml,SL,SL:1,1,road_marking:1,yes,ec01a358aedc5b6b8a650bfb87682367605d01750675eb21121013a9396d536e,,unique,audited_source_training_record,pre_split_source_candidate
216d,data/raw/v2/ceymo/train/extracted/train/images/216d.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/216d.xml,SL,SL:1,1,road_marking:1,yes,a069e37f0023204a644ccbcd844e88ee4051f93199501af4efadd86573cf366f,,unique,audited_source_training_record,pre_split_source_candidate
218,data/raw/v2/ceymo/train/extracted/train/images/218.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/218.xml,SL,SL:2,2,road_marking:2,yes,51e1276bf8c24fe829a4aa5f9fdee45a1d93cdf3824966ef4383ff1667e949e8,,unique,audited_source_training_record,pre_split_source_candidate
218a,data/raw/v2/ceymo/train/extracted/train/images/218a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/218a.xml,SL,SL:2,2,road_marking:2,yes,d21bdb91848d3b18264ce00efb6a748fd3c3e8e08cb2675c2becc18e70982151,,unique,audited_source_training_record,pre_split_source_candidate
218b,data/raw/v2/ceymo/train/extracted/train/images/218b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/218b.xml,SL,SL:2,2,road_marking:2,yes,d1a6f15bd832c6c5fa36ff51e65532e4f3793ac0f4701e05c96b4ba5ad06d0fb,,unique,audited_source_training_record,pre_split_source_candidate
218c,data/raw/v2/ceymo/train/extracted/train/images/218c.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/218c.xml,SL,SL:2,2,road_marking:2,yes,93354448f6f72c796531e73a351de8c91b4b3f97b488597d358192be0e0b00f9,,unique,audited_source_training_record,pre_split_source_candidate
218d,data/raw/v2/ceymo/train/extracted/train/images/218d.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/218d.xml,SL,SL:2,2,road_marking:2,yes,62b7a681e4ed58d88080ad3a0e4dbeaff7910dfa6931cb5a2cdad50765ba7776,,unique,audited_source_training_record,pre_split_source_candidate
219,data/raw/v2/ceymo/train/extracted/train/images/219.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/219.xml,SA,SA:2,2,road_marking:2,yes,abf837f6002b3fc7171b86d8b93060b6ea93ccf823979d49196fc54d3433a798,,unique,audited_source_training_record,pre_split_source_candidate
219a,data/raw/v2/ceymo/train/extracted/train/images/219a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/219a.xml,SA,SA:2,2,road_marking:2,yes,312b822b86527de8e6fa2a48c5abc0ab7dcc1a098749ad3090980d6f893a9254,,unique,audited_source_training_record,pre_split_source_candidate
219b,data/raw/v2/ceymo/train/extracted/train/images/219b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/219b.xml,SA,SA:2,2,road_marking:2,yes,28a160bff4bbc2e731d9f6839f0b3308d8e1dd70a9cb00ff26bd7cebe8ebae50,,unique,audited_source_training_record,pre_split_source_candidate
219c,data/raw/v2/ceymo/train/extracted/train/images/219c.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/219c.xml,SA,SA:2,2,road_marking:2,yes,c28cf6e43e4d214531eee6550f1de6629fb071c20cb19bd01efa79cf45177e0a,,unique,audited_source_training_record,pre_split_source_candidate
219d,data/raw/v2/ceymo/train/extracted/train/images/219d.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/219d.xml,SA,SA:2,2,road_marking:2,yes,47a37e41cacd75a3e34d6e666df55d754eccaf8fb2a94c68ff83944ba71e69a2,,unique,audited_source_training_record,pre_split_source_candidate
21a,data/raw/v2/ceymo/train/extracted/train/images/21a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/21a.xml,SA;SLA,SA:1;SLA:1,2,road_marking:2,yes,42f5dfabe6763e34b7d0e71ea47f32fc12386df507d1606365ac6ac3147581dd,,unique,audited_source_training_record,pre_split_source_candidate
21b,data/raw/v2/ceymo/train/extracted/train/images/21b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/21b.xml,SA;SLA,SA:1;SLA:1,2,road_marking:2,yes,64a511aee1851978aac8c4f1f20cde2cfea1ff278c2e776f4939807ad78de661,,unique,audited_source_training_record,pre_split_source_candidate
21c,data/raw/v2/ceymo/train/extracted/train/images/21c.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/21c.xml,SA;SLA,SA:1;SLA:1,2,road_marking:2,yes,f58f80c56b997347ae1b6997353fb9cf2bb0040d5051b00954cae57d776e4ad9,,unique,audited_source_training_record,pre_split_source_candidate
22,data/raw/v2/ceymo/train/extracted/train/images/22.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/22.xml,SA,SA:1,1,road_marking:1,yes,d15ea14c0755cde07c86eb414fb6824cf547d03d0b11332823577e031a5e8a43,,unique,audited_source_training_record,pre_split_source_candidate
220,data/raw/v2/ceymo/train/extracted/train/images/220.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/220.xml,SA;SRA,SA:1;SRA:1,2,road_marking:2,yes,16adc2599d8f09ac6664f128a8f7ba2f8f4751f40e2c627c585f7a210e510fc8,,unique,audited_source_training_record,pre_split_source_candidate
220a,data/raw/v2/ceymo/train/extracted/train/images/220a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/220a.xml,SA;SRA,SA:1;SRA:1,2,road_marking:2,yes,787e4429d40070fa36286ec6f19fea8e6ea5f03b7e7df3f7468b709279d0e8dd,,unique,audited_source_training_record,pre_split_source_candidate
220b,data/raw/v2/ceymo/train/extracted/train/images/220b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/220b.xml,SA;SRA,SA:1;SRA:1,2,road_marking:2,yes,3970cb5de931b2681559d1a48e634fe30a952b0ad5f120e810c0e955aeb43578,,unique,audited_source_training_record,pre_split_source_candidate
220c,data/raw/v2/ceymo/train/extracted/train/images/220c.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/220c.xml,SA;SRA,SA:1;SRA:1,2,road_marking:2,yes,80ab67b75d7795499dd637b5a57171b17096f8f3fdb56d55401468dcd88b24b8,,unique,audited_source_training_record,pre_split_source_candidate
220d,data/raw/v2/ceymo/train/extracted/train/images/220d.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/220d.xml,SA;SRA,SA:1;SRA:1,2,road_marking:2,yes,ebf39c2c6d456059033a4a491af088d02d85a8c02d3368d3df46b4954a994c73,,unique,audited_source_training_record,pre_split_source_candidate
221,data/raw/v2/ceymo/train/extracted/train/images/221.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/221.xml,RA;SA,RA:1;SA:1,2,road_marking:2,yes,597346482d7bc59e4e51c7b52c0109e2116df23c34e0863455b18452d73bbbca,,unique,audited_source_training_record,pre_split_source_candidate
221a,data/raw/v2/ceymo/train/extracted/train/images/221a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/221a.xml,RA;SA,RA:1;SA:1,2,road_marking:2,yes,19930d6ec67d7a8bc0207ffe3c9dfc0337c8dd35035e2e8ba37e9fe55029cee7,,unique,audited_source_training_record,pre_split_source_candidate
221b,data/raw/v2/ceymo/train/extracted/train/images/221b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/221b.xml,RA;SA,RA:1;SA:1,2,road_marking:2,yes,17f082e89f6a6d4f9b7d1a345b1c075468966b1eed0f3aced43c997a16a840c1,,unique,audited_source_training_record,pre_split_source_candidate
221c,data/raw/v2/ceymo/train/extracted/train/images/221c.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/221c.xml,RA;SA,RA:1;SA:1,2,road_marking:2,yes,88a57fe4035a4340abe7b5f19d3fa3994d0ed52e925a04986368cd4a2acbfd4d,,unique,audited_source_training_record,pre_split_source_candidate
223,data/raw/v2/ceymo/train/extracted/train/images/223.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/223.xml,SA;SLA,SA:1;SLA:1,2,road_marking:2,yes,c63b7b3de1983acbf3c42cb834b533251dad148e415641869f1587501d1fa33f,,unique,audited_source_training_record,pre_split_source_candidate
223a,data/raw/v2/ceymo/train/extracted/train/images/223a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/223a.xml,SA;SLA,SA:1;SLA:1,2,road_marking:2,yes,860fdac3572f853cc18f7315e7c31058921275d0191cc1629ce40a604b139710,,unique,audited_source_training_record,pre_split_source_candidate
223b,data/raw/v2/ceymo/train/extracted/train/images/223b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/223b.xml,SA;SLA,SA:1;SLA:1,2,road_marking:2,yes,73bdf67beca756190847fb7445875670f0a329918f4da473a4b8d9b05141a072,,unique,audited_source_training_record,pre_split_source_candidate
223c,data/raw/v2/ceymo/train/extracted/train/images/223c.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/223c.xml,SA;SLA,SA:1;SLA:1,2,road_marking:2,yes,b60be37e8355caa4765b7f8640e30318bcf669b3b8203cd9efc53fc13fbdb5ac,,unique,audited_source_training_record,pre_split_source_candidate
224,data/raw/v2/ceymo/train/extracted/train/images/224.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/224.xml,SA,SA:1,1,road_marking:1,yes,217aa50e24503170a2a974832c4597dc209e303e79ebba0d517ea5ab2eb9b9e7,,unique,audited_source_training_record,pre_split_source_candidate
224a,data/raw/v2/ceymo/train/extracted/train/images/224a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/224a.xml,SA,SA:1,1,road_marking:1,yes,9e428e3cb0a77e9d9827ecd716c4a7b77ba4f78b98a57bdb58446c6d7debdb3a,,unique,audited_source_training_record,pre_split_source_candidate
224b,data/raw/v2/ceymo/train/extracted/train/images/224b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/224b.xml,SA,SA:1,1,road_marking:1,yes,1ec4b67950a4f7120fb16ea83540158089c95d89ad394bcd982b60f5b4962bcd,,unique,audited_source_training_record,pre_split_source_candidate
224c,data/raw/v2/ceymo/train/extracted/train/images/224c.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/224c.xml,SA,SA:1,1,road_marking:1,yes,dba8fb79c254e750dea4cb83f5b2d5130ed88ead78cf9020928000bb5f4d221e,,unique,audited_source_training_record,pre_split_source_candidate
225,data/raw/v2/ceymo/train/extracted/train/images/225.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/225.xml,RA;SA,RA:2;SA:2,4,road_marking:4,yes,96d5c5578e3baea710b1207ad77b6fc02db7cf8a304060eaddee7410e7d55612,,unique,audited_source_training_record,pre_split_source_candidate
225a,data/raw/v2/ceymo/train/extracted/train/images/225a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/225a.xml,RA;SA,RA:2;SA:2,4,road_marking:4,yes,9f2487c7071b40f22f707df2a80d8b0f8251d7749dbe75de1d73356d07b2bd96,,unique,audited_source_training_record,pre_split_source_candidate
225b,data/raw/v2/ceymo/train/extracted/train/images/225b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/225b.xml,RA;SA,RA:2;SA:2,4,road_marking:4,yes,9c16334f2053d133cdfe828101a8f33323f10f026ac4c759b4d70a6e8516784d,,unique,audited_source_training_record,pre_split_source_candidate
226,data/raw/v2/ceymo/train/extracted/train/images/226.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/226.xml,RA;SA,RA:1;SA:1,2,road_marking:2,yes,2dba2eaaca8fb807e9779c2a400011b2863a5bac474c56b7bd6002167e30d524,,unique,audited_source_training_record,pre_split_source_candidate
