candidate_id,class_label,source_dataset,source_split,source_image_id,split_group_id,region,source_image_path,materialized_image_path,target_box_xywh,crop_box_xyxy,target_box_in_crop_xywh,crop_width,crop_height,training_status,evidence_status,output_sha256
svrdd::train::09002200121707101116181342I_1294742800_482189800::repaired_road::000,repaired_road,SVRDD_YOLO,train,09002200121707101116181342I_1294742800_482189800,svrdd::train::09002200121707101116181342I_1294742800_482189800,Fengtai,data/raw/v2/svrdd/extracted/train/images/Fengtai/09002200121707101116181342I_1294742800_482189800.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_e314e9e41b01f1adcf658157.jpg,"1.000,621.000,659.000,92.000","0,0,1024,1024","1.000,621.000,659.000,92.000",1024,1024,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,472516e60d6263f9e1ad7f8cd49a2beba4a346cb3c68a992a0a752fd76566a77
svrdd::train::09002200121707101117295542I_1294597700_482155500::repaired_road::000,repaired_road,SVRDD_YOLO,train,09002200121707101117295542I_1294597700_482155500,svrdd::train::09002200121707101117295542I_1294597700_482155500,Fengtai,data/raw/v2/svrdd/extracted/train/images/Fengtai/09002200121707101117295542I_1294597700_482155500.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_7395572bd7f789b6083e9081.jpg,"1.000,638.000,353.000,42.000","0,142,882,1024","1.000,496.000,353.000,42.000",882,882,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,f4a48ba10409767350b287189044e2520e3b29740b50eacba88c9fb7ec235d91
svrdd::train::09002200121707101358406362I_1295245500_481527000::repaired_road::001,repaired_road,SVRDD_YOLO,train,09002200121707101358406362I_1295245500_481527000,svrdd::train::09002200121707101358406362I_1295245500_481527000,Fengtai,data/raw/v2/svrdd/extracted/train/images/Fengtai/09002200121707101358406362I_1295245500_481527000.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_bd4363688a6b4f7440fc95a0.jpg,"1.000,597.000,381.000,282.000","0,72,952,1024","1.000,525.000,381.000,282.000",952,952,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,76b905655e89dacd359d9e77d5c962dca7906d1af97a3ec4c6e195b51fc6179b
svrdd::train::09002200121707101359138482I_1295245600_481547200::repaired_road::002,repaired_road,SVRDD_YOLO,train,09002200121707101359138482I_1295245600_481547200,svrdd::train::09002200121707101359138482I_1295245600_481547200,Fengtai,data/raw/v2/svrdd/extracted/train/images/Fengtai/09002200121707101359138482I_1295245600_481547200.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_6cc2eee021a1cebefb830d4c.jpg,"686.000,568.000,153.000,62.000","572,408,954,790","114.000,160.000,153.000,62.000",382,382,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,9e34539fac2bfffa6087aff5155a3ba106adf5cb885e14695f746e28acf21e6b
svrdd::train::09002200121707101359371662I_1295245500_481556600::repaired_road::000,repaired_road,SVRDD_YOLO,train,09002200121707101359371662I_1295245500_481556600,svrdd::train::09002200121707101359371662I_1295245500_481556600,Fengtai,data/raw/v2/svrdd/extracted/train/images/Fengtai/09002200121707101359371662I_1295245500_481556600.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_5d25c710bc2f459655277a35.jpg,"393.999,662.000,568.001,67.000","0,0,1024,1024","393.999,662.000,568.001,67.000",1024,1024,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,270b552391cc765f3a856b999b6a5d8919e6d9ab14041a7160db0cd902616f93
svrdd::train::09002200121707101359371662I_1295245500_481556600::repaired_road::002,repaired_road,SVRDD_YOLO,train,09002200121707101359371662I_1295245500_481556600,svrdd::train::09002200121707101359371662I_1295245500_481556600,Fengtai,data/raw/v2/svrdd/extracted/train/images/Fengtai/09002200121707101359371662I_1295245500_481556600.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_ef0db4867678ed1b52b678df.jpg,"1.000,605.000,409.000,301.000","0,2,1022,1024","1.000,603.000,409.000,301.000",1022,1022,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,18e8e2dc1b4fa8f3feaa94fc607a0cb4d6f17a775b6adbd81b1902e15da32f30
svrdd::train::09002200121707101359458072I_1295245400_481562800::repaired_road::002,repaired_road,SVRDD_YOLO,train,09002200121707101359458072I_1295245400_481562800,svrdd::train::09002200121707101359458072I_1295245400_481562800,Fengtai,data/raw/v2/svrdd/extracted/train/images/Fengtai/09002200121707101359458072I_1295245400_481562800.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_fb706c7f68928cc7de1c647a.jpg,"315.999,615.000,88.001,111.000","221,532,499,810","94.999,83.000,88.001,111.000",278,278,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,8d320d6b51428c13c052006ab9f88b8b0c4506860b7059b35e1b0a3f4dd1ff40
svrdd::train::09002200121707101359516482I_1295245500_481566900::repaired_road::001,repaired_road,SVRDD_YOLO,train,09002200121707101359516482I_1295245500_481566900,svrdd::train::09002200121707101359516482I_1295245500_481566900,Fengtai,data/raw/v2/svrdd/extracted/train/images/Fengtai/09002200121707101359516482I_1295245500_481566900.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_47b60b53f3aaf07b1a8c8fc9.jpg,"397.000,550.000,38.000,28.000","352,500,480,628","45.000,50.000,38.000,28.000",128,128,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,80006db85ea3d86f8cbe9afce3da4a7cc21746b3f2a588d5a735d564370bcd3d
svrdd::train::09002200121707101359516482I_1295245500_481566900::repaired_road::002,repaired_road,SVRDD_YOLO,train,09002200121707101359516482I_1295245500_481566900,svrdd::train::09002200121707101359516482I_1295245500_481566900,Fengtai,data/raw/v2/svrdd/extracted/train/images/Fengtai/09002200121707101359516482I_1295245500_481566900.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_5dc18b47fd836757028829ba.jpg,"1.000,639.999,383.000,261.000","0,66,958,1024","1.000,573.999,383.000,261.000",958,958,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,95495ac70b7dc6564d8942adaac74940696a55fcb04d6a4357c610970d773c23
svrdd::train::09002200121707101400001232I_1295245400_481571600::repaired_road::000,repaired_road,SVRDD_YOLO,train,09002200121707101400001232I_1295245400_481571600,svrdd::train::09002200121707101400001232I_1295245400_481571600,Fengtai,data/raw/v2/svrdd/extracted/train/images/Fengtai/09002200121707101400001232I_1295245400_481571600.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_e605f5dc639fec18bda1dfd8.jpg,"111.001,638.000,701.000,60.000","0,0,1024,1024","111.001,638.000,701.000,60.000",1024,1024,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,500f66cb2734c0262743de084bbde293dd658ac885812cfb7cf38f0c1dbaab2c
svrdd::train::09002200121707101400001232I_1295245400_481571600::repaired_road::001,repaired_road,SVRDD_YOLO,train,09002200121707101400001232I_1295245400_481571600,svrdd::train::09002200121707101400001232I_1295245400_481571600,Fengtai,data/raw/v2/svrdd/extracted/train/images/Fengtai/09002200121707101400001232I_1295245400_481571600.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_6407a88992f6518e8848be39.jpg,"409.999,567.000,28.000,35.000","360,520,488,648","49.999,47.000,28.000,35.000",128,128,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,2e28b590694fb66b5f2967ed8703b5a0dabface651920dc1580c7db05cb6ea15
svrdd::train::09002200121707101400001232I_1295245400_481571600::repaired_road::002,repaired_road,SVRDD_YOLO,train,09002200121707101400001232I_1295245400_481571600,svrdd::train::09002200121707101400001232I_1295245400_481571600,Fengtai,data/raw/v2/svrdd/extracted/train/images/Fengtai/09002200121707101400001232I_1295245400_481571600.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_eb11c86efea0232d5ba08c97.jpg,"0.999,765.000,270.000,225.000","0,349,675,1024","0.999,416.000,270.000,225.000",675,675,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,fe45dfcb718fd1af4e97114a275ffdeca7ffca4028dfa40b6df3bd4092401091
svrdd::train::09002200121707101400001232I_1295245400_481571600::repaired_road::003,repaired_road,SVRDD_YOLO,train,09002200121707101400001232I_1295245400_481571600,svrdd::train::09002200121707101400001232I_1295245400_481571600,Fengtai,data/raw/v2/svrdd/extracted/train/images/Fengtai/09002200121707101400001232I_1295245400_481571600.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_5e515902f2800e7c58dc60e2.jpg,"743.999,728.000,280.001,230.000","324,324,1024,1024","419.999,404.000,280.001,230.000",700,700,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,3022e4c0ae39d3079bac7bf31292fd5b1754a14b2f77c7226bef8e1a9cc363a1
svrdd::train::09002200121707101400281872I_1295245400_481585100::repaired_road::000,repaired_road,SVRDD_YOLO,train,09002200121707101400281872I_1295245400_481585100,svrdd::train::09002200121707101400281872I_1295245400_481585100,Fengtai,data/raw/v2/svrdd/extracted/train/images/Fengtai/09002200121707101400281872I_1295245400_481585100.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_0de0979c228ac3df66c8bce6.jpg,"26.000,636.000,930.000,62.000","0,0,1024,1024","26.000,636.000,930.000,62.000",1024,1024,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,21e844d45d0aa419f24a2950128e7cfc0eca940bfcf936944bc9e58dc97578ce
svrdd::train::09002200121707101400281872I_1295245400_481585100::repaired_road::001,repaired_road,SVRDD_YOLO,train,09002200121707101400281872I_1295245400_481585100,svrdd::train::09002200121707101400281872I_1295245400_481585100,Fengtai,data/raw/v2/svrdd/extracted/train/images/Fengtai/09002200121707101400281872I_1295245400_481585100.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_ef71a4374711a79e65f2b52d.jpg,"33.000,717.000,313.000,307.000","0,242,782,1024","33.000,475.000,313.000,307.000",782,782,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,dcd85efefd11d308b876c43ce1c9d0fa41c536ae0c783ab5438e1ca4ad55dc25
svrdd::train::09002200121707101400519752I_1295245500_481598900::repaired_road::000,repaired_road,SVRDD_YOLO,train,09002200121707101400519752I_1295245500_481598900,svrdd::train::09002200121707101400519752I_1295245500_481598900,Fengtai,data/raw/v2/svrdd/extracted/train/images/Fengtai/09002200121707101400519752I_1295245500_481598900.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_2ae6c0509ceb0f99003ad3fd.jpg,"305.000,656.999,563.000,35.000","0,0,1024,1024","305.000,656.999,563.000,35.000",1024,1024,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,e3dde3e8626a2afa9d7fe755b85356708a56344829f5ffede7875ed8b4cf1529
svrdd::train::09002200121707101400519752I_1295245500_481598900::repaired_road::001,repaired_road,SVRDD_YOLO,train,09002200121707101400519752I_1295245500_481598900,svrdd::train::09002200121707101400519752I_1295245500_481598900,Fengtai,data/raw/v2/svrdd/extracted/train/images/Fengtai/09002200121707101400519752I_1295245500_481598900.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_c9c765856c1480e8d1e55b59.jpg,"0.999,740.000,234.000,164.000","0,439,585,1024","0.999,301.000,234.000,164.000",585,585,retain_human_approved_candidate,human_reviewed_approved,fd2298965b637d0c3e40b3ba5442f00ce3ab1de1b984a55fb8d996b7bd130d6e
svrdd::train::09002200121707101400556562I_1295245500_481601100::repaired_road::000,repaired_road,SVRDD_YOLO,train,09002200121707101400556562I_1295245500_481601100,svrdd::train::09002200121707101400556562I_1295245500_481601100,Fengtai,data/raw/v2/svrdd/extracted/train/images/Fengtai/09002200121707101400556562I_1295245500_481601100.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_30721e8c583d56c53753836a.jpg,"903.000,969.000,121.000,48.000","722,722,1024,1024","181.000,247.000,121.000,48.000",302,302,retain_human_approved_candidate,human_reviewed_approved,1ed18686962017383df66bb8dbe45b599399604e48e108284890fe45df7e5de1
svrdd::train::09002200121707101400556562I_1295245500_481601100::repaired_road::001,repaired_road,SVRDD_YOLO,train,09002200121707101400556562I_1295245500_481601100,svrdd::train::09002200121707101400556562I_1295245500_481601100,Fengtai,data/raw/v2/svrdd/extracted/train/images/Fengtai/09002200121707101400556562I_1295245500_481601100.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_5be54bbf864998ec6f5213ac.jpg,"88.000,602.999,95.000,33.000","16,500,254,738","72.000,102.999,95.000,33.000",238,238,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,422d1070e9047c22b2f929f9cfa0188cf448dcf40b5ab462f850a18eae0a3b5f
svrdd::train::09002200121707101400556562I_1295245500_481601100::repaired_road::002,repaired_road,SVRDD_YOLO,train,09002200121707101400556562I_1295245500_481601100,svrdd::train::09002200121707101400556562I_1295245500_481601100,Fengtai,data/raw/v2/svrdd/extracted/train/images/Fengtai/09002200121707101400556562I_1295245500_481601100.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_ce3b69a32a4f7bc056b48f94.jpg,"0.999,919.000,213.000,74.000","0,492,532,1024","0.999,427.000,213.000,74.000",532,532,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,c65becec49aa22712fed1fa69f645b430dad79b3737bf4e76e561c04a31e06ec
svrdd::train::09002200121707101401226652I_1295245500_481615600::repaired_road::000,repaired_road,SVRDD_YOLO,train,09002200121707101401226652I_1295245500_481615600,svrdd::train::09002200121707101401226652I_1295245500_481615600,Fengtai,data/raw/v2/svrdd/extracted/train/images/Fengtai/09002200121707101401226652I_1295245500_481615600.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_77c569be303320aa6fa3c941.jpg,"0.999,918.000,195.000,77.000","0,536,488,1024","0.999,382.000,195.000,77.000",488,488,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,a6a8b56645c8ec68e428fe6ca445e6966900bc04695e422d2cb54fe9ecba5181
svrdd::train::09002200121707101401286752I_1295245500_481619500::repaired_road::000,repaired_road,SVRDD_YOLO,train,09002200121707101401286752I_1295245500_481619500,svrdd::train::09002200121707101401286752I_1295245500_481619500,Fengtai,data/raw/v2/svrdd/extracted/train/images/Fengtai/09002200121707101401286752I_1295245500_481619500.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_e80b38a853051d90fbf4bec7.jpg,"6.000,619.000,325.000,48.000","0,212,812,1024","6.000,407.000,325.000,48.000",812,812,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,e530ef95d15398d36d124ea72bd0ef9097fbd3bc9b50773efd57285e5572b534
svrdd::train::09002200121707101402303182I_1295246100_481650500::repaired_road::000,repaired_road,SVRDD_YOLO,train,09002200121707101402303182I_1295246100_481650500,svrdd::train::09002200121707101402303182I_1295246100_481650500,Fengtai,data/raw/v2/svrdd/extracted/train/images/Fengtai/09002200121707101402303182I_1295246100_481650500.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_86fcffc28bf616edb14bbb3b.jpg,"0.999,824.001,821.000,103.999","0,0,1024,1024","0.999,824.001,821.000,103.999",1024,1024,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,5cec5a07ba38645fd170f7b007696745323d94cdd19e595c83e5f468394f6c71
svrdd::train::09002200121707101420275702I_1295243400_481668200::repaired_road::000,repaired_road,SVRDD_YOLO,train,09002200121707101420275702I_1295243400_481668200,svrdd::train::09002200121707101420275702I_1295243400_481668200,Fengtai,data/raw/v2/svrdd/extracted/train/images/Fengtai/09002200121707101420275702I_1295243400_481668200.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_8c785622f192d0ff774d11bf.jpg,"1.000,783.999,43.000,30.000","0,735,128,863","1.000,48.999,43.000,30.000",128,128,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,036446a81c17cc053fcd72d4e4747b4c0f3879027eb4bcc216978992a8ec9e74
svrdd::train::09002200121707101420275702I_1295243400_481668200::repaired_road::001,repaired_road,SVRDD_YOLO,train,09002200121707101420275702I_1295243400_481668200,svrdd::train::09002200121707101420275702I_1295243400_481668200,Fengtai,data/raw/v2/svrdd/extracted/train/images/Fengtai/09002200121707101420275702I_1295243400_481668200.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_9691866298d5b389620ec170.jpg,"534.000,827.999,489.000,88.001","0,0,1024,1024","534.000,827.999,489.000,88.001",1024,1024,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,90702d349d13e28c9d2e93eb13c889436703fbe6baaaf72a437fb5f39eda8ed7
svrdd::train::09002200121707101420275702I_1295243400_481668200::repaired_road::003,repaired_road,SVRDD_YOLO,train,09002200121707101420275702I_1295243400_481668200,svrdd::train::09002200121707101420275702I_1295243400_481668200,Fengtai,data/raw/v2/svrdd/extracted/train/images/Fengtai/09002200121707101420275702I_1295243400_481668200.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_66e50f1a6d54937ea3614203.jpg,"803.000,904.001,221.000,50.000","472,472,1024,1024","331.000,432.001,221.000,50.000",552,552,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,290868470d26b1ce098ab5ca5daf23f6e751d17511ce666f8158c4a4e00f731a
svrdd::train::09002200121707101423283152I_1295298100_481459700::repaired_road::000,repaired_road,SVRDD_YOLO,train,09002200121707101423283152I_1295298100_481459700,svrdd::train::09002200121707101423283152I_1295298100_481459700,Fengtai,data/raw/v2/svrdd/extracted/train/images/Fengtai/09002200121707101423283152I_1295298100_481459700.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_5a65c940f75eded8824f12da.jpg,"530.000,517.000,74.000,293.000","201,292,933,1024","329.000,225.000,74.000,293.000",732,732,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,d9d984dbf0c5f2e754729dbf3762b304cd7538e0ac3ed71f77e0360b7ce802be
svrdd::train::09002200121707101615261182I_1295239700_481385300::repaired_road::000,repaired_road,SVRDD_YOLO,train,09002200121707101615261182I_1295239700_481385300,svrdd::train::09002200121707101615261182I_1295239700_481385300,Fengtai,data/raw/v2/svrdd/extracted/train/images/Fengtai/09002200121707101615261182I_1295239700_481385300.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_c82db5777fe99063a570c50b.jpg,"1.000,622.000,435.000,367.000","0,0,1024,1024","1.000,622.000,435.000,367.000",1024,1024,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,38126e4d4a5a8867d1a43b24c7e2b2e56f18f63444a7e177f8924c2a46c17e4a
svrdd::train::09002200121707101615296062I_1295239600_481384100::repaired_road::000,repaired_road,SVRDD_YOLO,train,09002200121707101615296062I_1295239600_481384100,svrdd::train::09002200121707101615296062I_1295239600_481384100,Fengtai,data/raw/v2/svrdd/extracted/train/images/Fengtai/09002200121707101615296062I_1295239600_481384100.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_5a50d7957c173dc8de344cb2.jpg,"1.000,750.000,311.000,254.000","0,246,778,1024","1.000,504.000,311.000,254.000",778,778,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,c31e9ef15e79ae5f59f27a444a339591bcfb03bf97f6c5499ed6b315c443c633
svrdd::train::09002200121707101615296062I_1295239600_481384100::repaired_road::001,repaired_road,SVRDD_YOLO,train,09002200121707101615296062I_1295239600_481384100,svrdd::train::09002200121707101615296062I_1295239600_481384100,Fengtai,data/raw/v2/svrdd/extracted/train/images/Fengtai/09002200121707101615296062I_1295239600_481384100.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_9865103029ea0bd5e8b30e7b.jpg,"180.000,723.000,481.000,32.000","0,0,1024,1024","180.000,723.000,481.000,32.000",1024,1024,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,2b034079ed859d8611d8f3fc3162119b4973c91d95f0f11507a90383c2ef6e28
svrdd::train::09002200121707101615351242I_1295239300_481381900::repaired_road::000,repaired_road,SVRDD_YOLO,train,09002200121707101615351242I_1295239300_481381900,svrdd::train::09002200121707101615351242I_1295239300_481381900,Fengtai,data/raw/v2/svrdd/extracted/train/images/Fengtai/09002200121707101615351242I_1295239300_481381900.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_f321d2eb2c6d3c45bf848c98.jpg,"1.000,605.000,420.000,375.000","0,0,1024,1024","1.000,605.000,420.000,375.000",1024,1024,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,9f817750230f7c6e60fba0376d8d42943b44fd2ac18efb4439104c509f90458e
svrdd::train::09002200121707101615351242I_1295239300_481381900::repaired_road::002,repaired_road,SVRDD_YOLO,train,09002200121707101615351242I_1295239300_481381900,svrdd::train::09002200121707101615351242I_1295239300_481381900,Fengtai,data/raw/v2/svrdd/extracted/train/images/Fengtai/09002200121707101615351242I_1295239300_481381900.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_97d6f0da6047310bd93c3100.jpg,"1.000,659.000,322.000,48.000","0,219,805,1024","1.000,440.000,322.000,48.000",805,805,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,d1b3b4b8292eacd3bbad9e9649abbd1493185e1c81eafa83fd9eb0d969bef127
svrdd::train::09002200121707101615351242I_1295239300_481381900::repaired_road::003,repaired_road,SVRDD_YOLO,train,09002200121707101615351242I_1295239300_481381900,svrdd::train::09002200121707101615351242I_1295239300_481381900,Fengtai,data/raw/v2/svrdd/extracted/train/images/Fengtai/09002200121707101615351242I_1295239300_481381900.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_3532073965dd4921e5152cac.jpg,"593.000,589.000,63.000,66.000","542,540,707,705","51.000,49.000,63.000,66.000",165,165,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,f957fa63f1a5401d0fbd9e213e6ba58b0f6a0213d5aef0959e9181f9d4dbdac7
svrdd::train::09002200121707101615445532I_1295239000_481378700::repaired_road::000,repaired_road,SVRDD_YOLO,train,09002200121707101615445532I_1295239000_481378700,svrdd::train::09002200121707101615445532I_1295239000_481378700,Fengtai,data/raw/v2/svrdd/extracted/train/images/Fengtai/09002200121707101615445532I_1295239000_481378700.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_f11645a4957c590a5f9ffdfd.jpg,"1.000,655.999,816.000,87.000","0,0,1024,1024","1.000,655.999,816.000,87.000",1024,1024,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,b238163a2cb8469e445ba6ec519eb2ae80a9e52a9355d1250f8dc76a56943972
svrdd::train::09002200121707101615523072I_1295238800_481376300::repaired_road::000,repaired_road,SVRDD_YOLO,train,09002200121707101615523072I_1295238800_481376300,svrdd::train::09002200121707101615523072I_1295238800_481376300,Fengtai,data/raw/v2/svrdd/extracted/train/images/Fengtai/09002200121707101615523072I_1295238800_481376300.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_d505c9f42be5f3e0b867d1a9.jpg,"393.000,749.000,81.000,190.000","196,549,671,1024","197.000,200.000,81.000,190.000",475,475,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,c347073f4ec0a8988a08a909cc26ead80adf0f9f2bc29699923a0029505381c7
svrdd::train::09002200121707101616311982I_1295237000_481361100::repaired_road::000,repaired_road,SVRDD_YOLO,train,09002200121707101616311982I_1295237000_481361100,svrdd::train::09002200121707101616311982I_1295237000_481361100,Fengtai,data/raw/v2/svrdd/extracted/train/images/Fengtai/09002200121707101616311982I_1295237000_481361100.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_e864ecb82c2cede0c47cdf10.jpg,"81.000,841.000,201.000,183.000","0,522,502,1024","81.000,319.000,201.000,183.000",502,502,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,be1b51b6a9154ccaa90b1f4e62797d505bacbad6dd578fa55f840723be0ece95
svrdd::train::09002200121707101616311982I_1295237000_481361100::repaired_road::001,repaired_road,SVRDD_YOLO,train,09002200121707101616311982I_1295237000_481361100,svrdd::train::09002200121707101616311982I_1295237000_481361100,Fengtai,data/raw/v2/svrdd/extracted/train/images/Fengtai/09002200121707101616311982I_1295237000_481361100.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_813ca7e72ad28db47937091f.jpg,"1.000,779.000,811.000,158.000","0,0,1024,1024","1.000,779.000,811.000,158.000",1024,1024,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,b9503db4fccf990adcf66b27a0a82c263fcd2f96ac291314f924d4c028062240
svrdd::train::09002200121707101619101122I_1295232600_481304000::repaired_road::000,repaired_road,SVRDD_YOLO,train,09002200121707101619101122I_1295232600_481304000,svrdd::train::09002200121707101619101122I_1295232600_481304000,Fengtai,data/raw/v2/svrdd/extracted/train/images/Fengtai/09002200121707101619101122I_1295232600_481304000.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_c872d4a7605fa2183c75a418.jpg,"551.000,631.999,217.000,312.001","244,244,1024,1024","307.000,387.999,217.000,312.001",780,780,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,34718d925cce212cdedb6ebf921c51705b9ee7a1fa59fc5c7bc7ac346e86a152
svrdd::train::09002200121707101619485702I_1295232100_481273500::repaired_road::000,repaired_road,SVRDD_YOLO,train,09002200121707101619485702I_1295232100_481273500,svrdd::train::09002200121707101619485702I_1295232100_481273500,Fengtai,data/raw/v2/svrdd/extracted/train/images/Fengtai/09002200121707101619485702I_1295232100_481273500.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_a72a27acf757943c82ad8881.jpg,"664.001,664.001,359.999,327.999","124,124,1024,1024","540.001,540.001,359.999,327.999",900,900,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,b3a150280e9825c0d9506a4b70eaedf9c0fecd295a387c829984c65852bebdee
svrdd::train::09002200121707101620081682I_1295232500_481258200::repaired_road::000,repaired_road,SVRDD_YOLO,train,09002200121707101620081682I_1295232500_481258200,svrdd::train::09002200121707101620081682I_1295232500_481258200,Fengtai,data/raw/v2/svrdd/extracted/train/images/Fengtai/09002200121707101620081682I_1295232500_481258200.jpg,data/processed/v2/svrdd/repaired_road_candidates/repaired_road/repaired_road_ee8c9330384777021bcd1fc1.jpg,"491.000,662.001,179.000,271.000","242,346,920,1024","249.000,316.001,179.000,271.000",678,678,retain_source_labeled_audit_supported_candidate,source_label_supported_by_100_sample_audit,7973b5ba9ddcd249c89245aa1baed2e2c0525a2154b6bf4b9968b977ceca2cbe
