review_round,sample_id,source_class,source_file,human_decision,reviewer_note,record_action,class_gate_policy,evidence_flag
round_2,crack_r2_23,crack,data/raw/v2/pavebench/data/Distress_Detection/images/train/crack_S202B-129+580271-129+482395-0-4.jpg,approve,,candidate_keep_reviewed_sample,manual_cleaning_required_no_bulk_acceptance,ok
round_2,crack_r2_24,crack,data/raw/v2/pavebench/data/Distress_Detection/images/train/crack_GA01B-554+381000-553+939500-2-5.jpg,approve,,candidate_keep_reviewed_sample,manual_cleaning_required_no_bulk_acceptance,ok
round_2,crack_r2_25,crack,data/raw/v2/pavebench/data/Distress_Detection/images/train/crack_YD06A-024+354625-024+354375-0-1.jpg,unclear_exclude,Defect cannot be identified confidently.,exclude_unclear,manual_cleaning_required_no_bulk_acceptance,ok
round_2,crack_r2_26,crack,data/raw/v2/pavebench/data/Distress_Detection/images/train/crack_YD06A-024+407750-024+406250-1-0.jpg,approve,,candidate_keep_reviewed_sample,manual_cleaning_required_no_bulk_acceptance,ok
round_2,crack_r2_27,crack,data/raw/v2/pavebench/data/Distress_Detection/images/train/crack_S202B-125+751866-125+546910-2-1.jpg,wrong_label,I see normal asphalt,exclude_wrong_label,manual_cleaning_required_no_bulk_acceptance,ok
round_2,crack_r2_28,crack,data/raw/v2/pavebench/data/Distress_Detection/images/train/crack_S202B-121+851347-121+645879-1-2.jpg,approve,,candidate_keep_reviewed_sample,manual_cleaning_required_no_bulk_acceptance,ok
round_2,crack_r2_29,crack,data/raw/v2/pavebench/data/Distress_Detection/images/train/crack_GA01B-553+399250-552+957375-3-0.jpg,approve,,candidate_keep_reviewed_sample,manual_cleaning_required_no_bulk_acceptance,ok
round_2,crack_r2_30,crack,data/raw/v2/pavebench/data/Distress_Detection/images/train/crack_S202B-113+420372-113+184153-1-1.jpg,approve,,candidate_keep_reviewed_sample,manual_cleaning_required_no_bulk_acceptance,ok
round_2,crack_r2_31,crack,data/raw/v2/pavebench/data/Distress_Detection/images/train/crack_SA20A-041+150625-041+485625-1-4.jpg,wrong_label,I see normal asphalt,exclude_wrong_label,manual_cleaning_required_no_bulk_acceptance,ok
round_2,crack_r2_32,crack,data/raw/v2/pavebench/data/Distress_Detection/images/train/crack_GA01B-556+312625-555+871375-1-3.jpg,approve,,candidate_keep_reviewed_sample,manual_cleaning_required_no_bulk_acceptance,ok
round_2,crack_r2_33,crack,data/raw/v2/pavebench/data/Distress_Detection/images/train/crack_GA01B-554+514875-554+075125-3-1.jpg,wrong_label,I see normal asphalt,exclude_wrong_label,manual_cleaning_required_no_bulk_acceptance,ok
round_2,crack_r2_34,crack,data/raw/v2/pavebench/data/Distress_Detection/images/train/crack_GA01B-554+064375-553+625250-1-3.jpg,wrong_label,I see normal asphalt,exclude_wrong_label,manual_cleaning_required_no_bulk_acceptance,ok
round_2,crack_r2_35,crack,data/raw/v2/pavebench/data/Distress_Detection/images/train/crack_GA01B-554+619000-554+182750-3-2.jpg,approve,,candidate_keep_reviewed_sample,manual_cleaning_required_no_bulk_acceptance,ok
round_2,crack_r2_36,crack,data/raw/v2/pavebench/data/Distress_Detection/images/train/crack_YD06A-033+103250-033+103875-0-2.jpg,approve,,candidate_keep_reviewed_sample,manual_cleaning_required_no_bulk_acceptance,ok
round_2,crack_r2_37,crack,data/raw/v2/pavebench/data/Distress_Detection/images/train/crack_YD06A-035+731875-035+733500-1-1.jpg,unclear_exclude,Defect cannot be identified confidently.,exclude_unclear,manual_cleaning_required_no_bulk_acceptance,ok
round_2,crack_r2_38,crack,data/raw/v2/pavebench/data/Distress_Detection/images/train/crack_S202B-103+574690-103+303637-1-3.jpg,approve,,candidate_keep_reviewed_sample,manual_cleaning_required_no_bulk_acceptance,ok
round_2,crack_r2_39,crack,data/raw/v2/pavebench/data/Distress_Detection/images/train/crack_GA01B-554+769875-554+330375-0-2.jpg,wrong_label,I see normal asphalt,exclude_wrong_label,manual_cleaning_required_no_bulk_acceptance,ok
round_2,crack_r2_40,crack,data/raw/v2/pavebench/data/Distress_Detection/images/train/crack_GA01B-553+996375-553+557500-2-1.jpg,approve,,candidate_keep_reviewed_sample,manual_cleaning_required_no_bulk_acceptance,ok
round_2,crack_r2_41,crack,data/raw/v2/pavebench/data/Distress_Detection/images/train/crack_S202B-103+687103-103+417637-2-1.jpg,approve,,candidate_keep_reviewed_sample,manual_cleaning_required_no_bulk_acceptance,ok
round_2,crack_r2_42,crack,data/raw/v2/pavebench/data/Distress_Detection/images/train/crack_YD06A-030+589375-030+587750-0-1.jpg,unclear_exclude,Defect cannot be identified confidently.,exclude_unclear,manual_cleaning_required_no_bulk_acceptance,ok
round_2,crack_r2_43,crack,data/raw/v2/pavebench/data/Distress_Detection/images/train/crack_GA01B-552+613000-552+171875-1-3.jpg,approve,,candidate_keep_reviewed_sample,manual_cleaning_required_no_bulk_acceptance,ok
round_2,crack_r2_44,crack,data/raw/v2/pavebench/data/Distress_Detection/images/train/crack_S314A-087+917570-087+968604-1-5.jpg,approve,,candidate_keep_reviewed_sample,manual_cleaning_required_no_bulk_acceptance,ok
round_2,crack_r2_45,crack,data/raw/v2/pavebench/data/Distress_Detection/images/train/crack_S202B-116+888207-116+650153-0-4.jpg,approve,,candidate_keep_reviewed_sample,manual_cleaning_required_no_bulk_acceptance,ok
round_2,crack_r2_46,crack,data/raw/v2/pavebench/data/Distress_Detection/images/train/crack_GA01B-553+318500-552+879750-1-4.jpg,wrong_label,I see normal asphalt,exclude_wrong_label,manual_cleaning_required_no_bulk_acceptance,ok
round_2,crack_r2_47,crack,data/raw/v2/pavebench/data/Distress_Detection/images/train/crack_GA01B-555+687875-555+245500-0-2.jpg,approve,,candidate_keep_reviewed_sample,manual_cleaning_required_no_bulk_acceptance,ok
round_2,crack_r2_48,crack,data/raw/v2/pavebench/data/Distress_Detection/images/train/crack_S202B-131+364032-131+264910-2-1.jpg,approve,,candidate_keep_reviewed_sample,manual_cleaning_required_no_bulk_acceptance,ok
round_2,crack_r2_49,crack,data/raw/v2/pavebench/data/Distress_Detection/images/train/crack_GA01B-555+815375-555+377250-1-3.jpg,approve,,candidate_keep_reviewed_sample,manual_cleaning_required_no_bulk_acceptance,ok
round_2,crack_r2_50,crack,data/raw/v2/pavebench/data/Distress_Detection/images/train/crack_YD06A-028+268875-028+267875-0-2.jpg,approve,,candidate_keep_reviewed_sample,manual_cleaning_required_no_bulk_acceptance,ok
