candidate_id_a,split_a,label_a,source_a,candidate_id_b,split_b,label_b,source_b,hamming_distance,recommended_action,pair_id,left_image_path,right_image_path,contact_sheet,decision,reviewer_note
svrdd::train::0900220012200311130452470HJ_1297053800_484032700,validation,crack,SVRDD_YOLO,svrdd::train::0900220012200311130453470HJ_1297052500_484031200,protected_test,crack,SVRDD_YOLO,4,review_required_possible_near_duplicate,near-051,data/raw/v2/svrdd/extracted/train/images/Chaoyang/0900220012200311130452470HJ_1297053800_484032700.jpg,data/raw/v2/svrdd/extracted/train/images/Chaoyang/0900220012200311130453470HJ_1297052500_484031200.jpg,near_duplicate_pairs_13.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
svrdd::train::0900220012200311131219953HJ_1296672500_483568200,train,repaired_road,SVRDD_YOLO,svrdd::train::0900220012200311131220968HJ_1296671300_483566800,protected_test,repaired_road,SVRDD_YOLO,4,review_required_possible_near_duplicate,near-052,data/raw/v2/svrdd/extracted/train/images/Chaoyang/0900220012200311131219953HJ_1296672500_483568200.jpg,data/raw/v2/svrdd/extracted/train/images/Chaoyang/0900220012200311131220968HJ_1296671300_483566800.jpg,near_duplicate_pairs_13.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
svrdd::train::0900220012200318120626457HJ_1294695700_482815800,train,crack,SVRDD_YOLO,svrdd::train::0900220012200318120627457HJ_1294694200_482815800,protected_test,crack,SVRDD_YOLO,4,review_required_possible_near_duplicate,near-053,data/raw/v2/svrdd/extracted/train/images/Haidian/0900220012200318120626457HJ_1294695700_482815800.jpg,data/raw/v2/svrdd/extracted/train/images/Haidian/0900220012200318120627457HJ_1294694200_482815800.jpg,near_duplicate_pairs_14.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
github_pothole::github_pothole::img-539,train,pothole,jaygala24_pothole_detection,github_pothole::github_pothole::img-859,validation,pothole,jaygala24_pothole_detection,5,review_required_possible_near_duplicate,near-054,data/raw/v2/pothole_github/Pothole Dataset/img-539.jpg,data/raw/v2/pothole_github/Pothole Dataset/img-859.jpg,near_duplicate_pairs_14.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
github_pothole::github_pothole::img-786,validation,pothole,jaygala24_pothole_detection,v1::train::pothole::0a810d7ede7c_pothole373.jpg,train,pothole,V1_Kaggle_pothole_detection,5,review_required_possible_near_duplicate,near-055,data/raw/v2/pothole_github/Pothole Dataset/img-786.jpg,data/processed/clean_split/train/Pothole/0a810d7ede7c_pothole373.jpg,near_duplicate_pairs_14.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
kaggle_speed_bump::train::bump::VIDEO0005_025.jpg,validation,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0005_026.jpg,protected_test,speed_bump,Kaggle_speed_bump_dataset,5,review_required_possible_near_duplicate,near-056,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0005_025.jpg,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0005_026.jpg,near_duplicate_pairs_14.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
kaggle_speed_bump::train::bump::VIDEO0005_033.jpg,train,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0005_034.jpg,validation,speed_bump,Kaggle_speed_bump_dataset,5,review_required_possible_near_duplicate,near-057,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0005_033.jpg,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0005_034.jpg,near_duplicate_pairs_15.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
kaggle_speed_bump::train::bump::VIDEO0005_039.jpg,protected_test,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0005_040.jpg,train,speed_bump,Kaggle_speed_bump_dataset,5,review_required_possible_near_duplicate,near-058,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0005_039.jpg,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0005_040.jpg,near_duplicate_pairs_15.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
kaggle_speed_bump::train::bump::VIDEO0009_018.jpg,protected_test,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0009_029.jpg,train,speed_bump,Kaggle_speed_bump_dataset,5,review_required_possible_near_duplicate,near-059,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0009_018.jpg,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0009_029.jpg,near_duplicate_pairs_15.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
kaggle_speed_bump::train::bump::VIDEO0009_053.jpg,train,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0009_064.jpg,protected_test,speed_bump,Kaggle_speed_bump_dataset,5,review_required_possible_near_duplicate,near-060,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0009_053.jpg,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0009_064.jpg,near_duplicate_pairs_15.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
kaggle_speed_bump::train::bump::VIDEO0010_000.jpg,train,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0010_003.jpg,validation,speed_bump,Kaggle_speed_bump_dataset,5,review_required_possible_near_duplicate,near-061,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0010_000.jpg,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0010_003.jpg,near_duplicate_pairs_16.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
kaggle_speed_bump::train::bump::VIDEO0010_001.jpg,validation,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0010_005.jpg,train,speed_bump,Kaggle_speed_bump_dataset,5,review_required_possible_near_duplicate,near-062,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0010_001.jpg,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0010_005.jpg,near_duplicate_pairs_16.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
kaggle_speed_bump::train::bump::VIDEO0010_010.jpg,train,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0010_012.jpg,protected_test,speed_bump,Kaggle_speed_bump_dataset,5,review_required_possible_near_duplicate,near-063,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0010_010.jpg,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0010_012.jpg,near_duplicate_pairs_16.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
kaggle_speed_bump::train::bump::VIDEO0011_041.jpg,train,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0011_043.jpg,protected_test,speed_bump,Kaggle_speed_bump_dataset,5,review_required_possible_near_duplicate,near-064,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0011_041.jpg,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0011_043.jpg,near_duplicate_pairs_16.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
kaggle_speed_bump::train::bump::VIDEO0011_046.jpg,validation,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0011_050.jpg,train,speed_bump,Kaggle_speed_bump_dataset,5,review_required_possible_near_duplicate,near-065,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0011_046.jpg,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0011_050.jpg,near_duplicate_pairs_17.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
kaggle_speed_bump::train::bump::VIDEO0011_046.jpg,validation,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0011_051.jpg,protected_test,speed_bump,Kaggle_speed_bump_dataset,5,review_required_possible_near_duplicate,near-066,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0011_046.jpg,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0011_051.jpg,near_duplicate_pairs_17.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
kaggle_speed_bump::train::bump::VIDEO0011_055.jpg,train,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0011_057.jpg,protected_test,speed_bump,Kaggle_speed_bump_dataset,5,review_required_possible_near_duplicate,near-067,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0011_055.jpg,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0011_057.jpg,near_duplicate_pairs_17.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
kaggle_speed_bump::train::bump::VIDEO0011_057.jpg,protected_test,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0011_058.jpg,train,speed_bump,Kaggle_speed_bump_dataset,5,review_required_possible_near_duplicate,near-068,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0011_057.jpg,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0011_058.jpg,near_duplicate_pairs_17.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
kaggle_speed_bump::train::bump::VIDEO0011_058.jpg,train,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0011_062.jpg,validation,speed_bump,Kaggle_speed_bump_dataset,5,review_required_possible_near_duplicate,near-069,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0011_058.jpg,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0011_062.jpg,near_duplicate_pairs_18.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
kaggle_speed_bump::train::bump::VIDEO0011_066.jpg,validation,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0011_067.jpg,train,speed_bump,Kaggle_speed_bump_dataset,5,review_required_possible_near_duplicate,near-070,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0011_066.jpg,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0011_067.jpg,near_duplicate_pairs_18.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
kaggle_speed_bump::train::bump::VIDEO0015_064.jpg,train,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0015_065.jpg,validation,speed_bump,Kaggle_speed_bump_dataset,5,review_required_possible_near_duplicate,near-071,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0015_064.jpg,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0015_065.jpg,near_duplicate_pairs_18.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
kaggle_speed_bump::train::bump::VIDEO0015_065.jpg,validation,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0015_066.jpg,train,speed_bump,Kaggle_speed_bump_dataset,5,review_required_possible_near_duplicate,near-072,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0015_065.jpg,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0015_066.jpg,near_duplicate_pairs_18.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
kaggle_speed_bump::train::bump::VIDEO0015_090.jpg,train,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VIDEO0015_092.jpg,validation,speed_bump,Kaggle_speed_bump_dataset,5,review_required_possible_near_duplicate,near-073,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0015_090.jpg,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VIDEO0015_092.jpg,near_duplicate_pairs_19.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
kaggle_speed_bump::train::bump::VID_20190924_164420_031.jpg,validation,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VID_20190924_164420_032.jpg,train,speed_bump,Kaggle_speed_bump_dataset,5,review_required_possible_near_duplicate,near-074,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VID_20190924_164420_031.jpg,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VID_20190924_164420_032.jpg,near_duplicate_pairs_19.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
kaggle_speed_bump::train::bump::VID_20190924_164420_034.jpg,validation,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VID_20190924_164420_038.jpg,protected_test,speed_bump,Kaggle_speed_bump_dataset,5,review_required_possible_near_duplicate,near-075,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VID_20190924_164420_034.jpg,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VID_20190924_164420_038.jpg,near_duplicate_pairs_19.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
kaggle_speed_bump::train::bump::VID_20190924_165230_038.jpg,protected_test,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VID_20190924_165230_039.jpg,train,speed_bump,Kaggle_speed_bump_dataset,5,review_required_possible_near_duplicate,near-076,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VID_20190924_165230_038.jpg,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VID_20190924_165230_039.jpg,near_duplicate_pairs_19.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
kaggle_speed_bump::train::bump::VID_20190924_165230_057.jpg,validation,speed_bump,Kaggle_speed_bump_dataset,kaggle_speed_bump::train::bump::VID_20190924_165230_060.jpg,train,speed_bump,Kaggle_speed_bump_dataset,5,review_required_possible_near_duplicate,near-077,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VID_20190924_165230_057.jpg,data/raw/v2/kaggle_speed_bump/Speed_Bump/bump_detection_dataset/train/bump/VID_20190924_165230_060.jpg,near_duplicate_pairs_20.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
svrdd::train::09002200121901201518429702L_1295685300_482049100,validation,repaired_road,SVRDD_YOLO,svrdd::train::09002200121901201518529232L_1295670300_482047500,protected_test,repaired_road,SVRDD_YOLO,5,review_required_possible_near_duplicate,near-078,data/raw/v2/svrdd/extracted/train/images/Dongcheng/09002200121901201518429702L_1295685300_482049100.jpg,data/raw/v2/svrdd/extracted/train/images/Dongcheng/09002200121901201518529232L_1295670300_482047500.jpg,near_duplicate_pairs_20.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
svrdd::train::09002200121902180935050492Q_1296214600_481563600,train,pothole,SVRDD_YOLO,svrdd::train::09002200121902180935067832Q_1296215200_481562800,validation,pothole,SVRDD_YOLO,5,review_required_possible_near_duplicate,near-079,data/raw/v2/svrdd/extracted/train/images/Fengtai/09002200121902180935050492Q_1296214600_481563600.jpg,data/raw/v2/svrdd/extracted/train/images/Fengtai/09002200121902180935067832Q_1296215200_481562800.jpg,near_duplicate_pairs_20.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
svrdd::train::09002200121902241154177468O_1295740600_484245100,validation,repaired_road,SVRDD_YOLO,svrdd::train::09002200121902241154213488O_1295735100_484245300,protected_test,repaired_road,SVRDD_YOLO,5,review_required_possible_near_duplicate,near-080,data/raw/v2/svrdd/extracted/train/images/Chaoyang/09002200121902241154177468O_1295740600_484245100.jpg,data/raw/v2/svrdd/extracted/train/images/Chaoyang/09002200121902241154213488O_1295735100_484245300.jpg,near_duplicate_pairs_20.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
svrdd::train::09002200121902241251491632Q_1294930600_481559300,validation,crack,SVRDD_YOLO,svrdd::train::09002200121902241251498232Q_1294929900_481559400,train,crack,SVRDD_YOLO,5,review_required_possible_near_duplicate,near-081,data/raw/v2/svrdd/extracted/train/images/Fengtai/09002200121902241251491632Q_1294930600_481559300.jpg,data/raw/v2/svrdd/extracted/train/images/Fengtai/09002200121902241251498232Q_1294929900_481559400.jpg,near_duplicate_pairs_21.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
svrdd::train::0900220012200311123819850HJ_1296515700_484405700,protected_test,crack,SVRDD_YOLO,svrdd::train::0900220012200311123820850HJ_1296515700_484407400,train,crack,SVRDD_YOLO,5,review_required_possible_near_duplicate,near-082,data/raw/v2/svrdd/extracted/train/images/Chaoyang/0900220012200311123819850HJ_1296515700_484405700.jpg,data/raw/v2/svrdd/extracted/train/images/Chaoyang/0900220012200311123820850HJ_1296515700_484407400.jpg,near_duplicate_pairs_21.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
svrdd::train::0900220012200311130800501HJ_1296857100_483790000,train,crack,SVRDD_YOLO,svrdd::train::0900220012200311130804564HJ_1296851800_483783700,validation,crack,SVRDD_YOLO,5,review_required_possible_near_duplicate,near-083,data/raw/v2/svrdd/extracted/train/images/Chaoyang/0900220012200311130800501HJ_1296857100_483790000.jpg,data/raw/v2/svrdd/extracted/train/images/Chaoyang/0900220012200311130804564HJ_1296851800_483783700.jpg,near_duplicate_pairs_21.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
svrdd::train::0900220012200311133946318HJ_1296834900_483761000,train,crack,SVRDD_YOLO,svrdd::train::0900220012200311133949318HJ_1296838500_483765400,validation,crack,SVRDD_YOLO,5,review_required_possible_near_duplicate,near-084,data/raw/v2/svrdd/extracted/train/images/Chaoyang/0900220012200311133946318HJ_1296834900_483761000.jpg,data/raw/v2/svrdd/extracted/train/images/Chaoyang/0900220012200311133949318HJ_1296838500_483765400.jpg,near_duplicate_pairs_21.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
svrdd::train::0900220012200311133949318HJ_1296838500_483765400,validation,crack,SVRDD_YOLO,svrdd::train::0900220012200311133950318HJ_1296839800_483766800,train,crack,SVRDD_YOLO,5,review_required_possible_near_duplicate,near-085,data/raw/v2/svrdd/extracted/train/images/Chaoyang/0900220012200311133949318HJ_1296838500_483765400.jpg,data/raw/v2/svrdd/extracted/train/images/Chaoyang/0900220012200311133950318HJ_1296839800_483766800.jpg,near_duplicate_pairs_22.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
svrdd::train::0900220012200316150329472HJ_1294206300_482857200,protected_test,pothole,SVRDD_YOLO,svrdd::train::0900220012200316150330441HJ_1294206400_482855500,validation,crack,SVRDD_YOLO,5,review_required_possible_near_duplicate,near-086,data/raw/v2/svrdd/extracted/train/images/Haidian/0900220012200316150329472HJ_1294206300_482857200.jpg,data/raw/v2/svrdd/extracted/train/images/Haidian/0900220012200316150330441HJ_1294206400_482855500.jpg,near_duplicate_pairs_22.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
svrdd::train::0900220012200318102122318HJ_1295041400_482795500,train,crack,SVRDD_YOLO,svrdd::train::0900220012200318102124319HJ_1295045200_482795300,validation,repaired_road,SVRDD_YOLO,5,review_required_possible_near_duplicate,near-087,data/raw/v2/svrdd/extracted/train/images/Haidian/0900220012200318102122318HJ_1295041400_482795500.jpg,data/raw/v2/svrdd/extracted/train/images/Haidian/0900220012200318102124319HJ_1295045200_482795300.jpg,near_duplicate_pairs_22.png,confirmed_exact_duplicate,User visually confirmed exact duplicate.
