dataset,revision,split,scene_group,row_idx,source_filename,image_path,mask_path,width,height,pavement_candidate_score,low_saturation_ratio,moderate_brightness_ratio,shadow_coverage,lower_shadow_share,green_excess_ratio,texture_score,selected_for_contact_sheet
Donghyun99/ISTD,26b247efd504d50416d5283aba2c5322f1ddae70,train,18,160,18-9.png,D:\GitHub\gov-01-road-damage-classifier-capstone\data\raw\v2\istd_shadow_pretraining_sample\images\istd_train_0160_image.jpg,D:\GitHub\gov-01-road-damage-classifier-capstone\data\raw\v2\istd_shadow_pretraining_sample\masks\istd_train_0160_mask.png,640,480,0.722413,0.99994,0.996595,0.094388,0.43675,0.001462,0.220227,False
Donghyun99/ISTD,26b247efd504d50416d5283aba2c5322f1ddae70,train,34,383,34-12.png,D:\GitHub\gov-01-road-damage-classifier-capstone\data\raw\v2\istd_shadow_pretraining_sample\images\istd_train_0383_image.jpg,D:\GitHub\gov-01-road-damage-classifier-capstone\data\raw\v2\istd_shadow_pretraining_sample\masks\istd_train_0383_mask.png,640,480,0.720726,0.682973,0.999559,0.783359,0.644028,0.0,0.195899,False
Donghyun99/ISTD,26b247efd504d50416d5283aba2c5322f1ddae70,train,12,30,12-1.png,D:\GitHub\gov-01-road-damage-classifier-capstone\data\raw\v2\istd_shadow_pretraining_sample\images\istd_train_0030_image.jpg,D:\GitHub\gov-01-road-damage-classifier-capstone\data\raw\v2\istd_shadow_pretraining_sample\masks\istd_train_0030_mask.png,640,480,0.720667,1.0,1.0,0.165729,0.266263,0.0,0.22539,False
Donghyun99/ISTD,26b247efd504d50416d5283aba2c5322f1ddae70,train,73,1018,73-5.png,D:\GitHub\gov-01-road-damage-classifier-capstone\data\raw\v2\istd_shadow_pretraining_sample\images\istd_train_1018_image.jpg,D:\GitHub\gov-01-road-damage-classifier-capstone\data\raw\v2\istd_shadow_pretraining_sample\masks\istd_train_1018_mask.png,640,480,0.715045,0.9749,0.925381,0.17987,0.320544,0.0,0.211574,False
Donghyun99/ISTD,26b247efd504d50416d5283aba2c5322f1ddae70,train,63,865,63-4.png,D:\GitHub\gov-01-road-damage-classifier-capstone\data\raw\v2\istd_shadow_pretraining_sample\images\istd_train_0865_image.jpg,D:\GitHub\gov-01-road-damage-classifier-capstone\data\raw\v2\istd_shadow_pretraining_sample\masks\istd_train_0865_mask.png,640,480,0.711121,0.984215,0.99998,0.161693,0.287647,0.0,0.162282,False
Donghyun99/ISTD,26b247efd504d50416d5283aba2c5322f1ddae70,train,82,1174,82-6.png,D:\GitHub\gov-01-road-damage-classifier-capstone\data\raw\v2\istd_shadow_pretraining_sample\images\istd_train_1174_image.jpg,D:\GitHub\gov-01-road-damage-classifier-capstone\data\raw\v2\istd_shadow_pretraining_sample\masks\istd_train_1174_mask.png,640,480,0.705204,1.0,0.998277,0.215299,0.044451,0.0,0.323916,False
Donghyun99/ISTD,26b247efd504d50416d5283aba2c5322f1ddae70,train,62,848,62-13.png,D:\GitHub\gov-01-road-damage-classifier-capstone\data\raw\v2\istd_shadow_pretraining_sample\images\istd_train_0848_image.jpg,D:\GitHub\gov-01-road-damage-classifier-capstone\data\raw\v2\istd_shadow_pretraining_sample\masks\istd_train_0848_mask.png,640,480,0.696871,0.988962,0.997716,0.101419,0.297728,0.0,0.272953,False
Donghyun99/ISTD,26b247efd504d50416d5283aba2c5322f1ddae70,train,1,0,1-1.png,D:\GitHub\gov-01-road-damage-classifier-capstone\data\raw\v2\istd_shadow_pretraining_sample\images\istd_train_0000_image.jpg,D:\GitHub\gov-01-road-damage-classifier-capstone\data\raw\v2\istd_shadow_pretraining_sample\masks\istd_train_0000_mask.png,640,480,0.687827,0.994952,0.99351,0.061771,0.350337,0.0,0.241897,False
Donghyun99/ISTD,26b247efd504d50416d5283aba2c5322f1ddae70,train,8,1125,8-9.png,D:\GitHub\gov-01-road-damage-classifier-capstone\data\raw\v2\istd_shadow_pretraining_sample\images\istd_train_1125_image.jpg,D:\GitHub\gov-01-road-damage-classifier-capstone\data\raw\v2\istd_shadow_pretraining_sample\masks\istd_train_1125_mask.png,640,480,0.682734,0.999619,1.0,0.082409,0.284089,0.0,0.208227,False
Donghyun99/ISTD,26b247efd504d50416d5283aba2c5322f1ddae70,train,77,1079,77-3.png,D:\GitHub\gov-01-road-damage-classifier-capstone\data\raw\v2\istd_shadow_pretraining_sample\images\istd_train_1079_image.jpg,D:\GitHub\gov-01-road-damage-classifier-capstone\data\raw\v2\istd_shadow_pretraining_sample\masks\istd_train_1079_mask.png,640,480,0.675345,0.678886,0.985837,0.418594,0.651176,0.297937,0.511434,False
Donghyun99/ISTD,26b247efd504d50416d5283aba2c5322f1ddae70,train,13,53,13-11.png,D:\GitHub\gov-01-road-damage-classifier-capstone\data\raw\v2\istd_shadow_pretraining_sample\images\istd_train_0053_image.jpg,D:\GitHub\gov-01-road-damage-classifier-capstone\data\raw\v2\istd_shadow_pretraining_sample\masks\istd_train_0053_mask.png,640,480,0.663117,0.950541,0.999439,0.089258,0.257622,0.003125,0.232726,False
Donghyun99/ISTD,26b247efd504d50416d5283aba2c5322f1ddae70,train,72,1005,72-7.png,D:\GitHub\gov-01-road-damage-classifier-capstone\data\raw\v2\istd_shadow_pretraining_sample\images\istd_train_1005_image.jpg,D:\GitHub\gov-01-road-damage-classifier-capstone\data\raw\v2\istd_shadow_pretraining_sample\masks\istd_train_1005_mask.png,640,480,0.662806,0.951542,0.976542,0.033242,0.407364,0.051182,0.326616,False
Donghyun99/ISTD,26b247efd504d50416d5283aba2c5322f1ddae70,train,6,817,6-2.png,D:\GitHub\gov-01-road-damage-classifier-capstone\data\raw\v2\istd_shadow_pretraining_sample\images\istd_train_0817_image.jpg,D:\GitHub\gov-01-road-damage-classifier-capstone\data\raw\v2\istd_shadow_pretraining_sample\masks\istd_train_0817_mask.png,640,480,0.661437,0.603626,0.99998,0.35543,0.549951,0.084014,0.32077,False
Donghyun99/ISTD,26b247efd504d50416d5283aba2c5322f1ddae70,train,2,171,2-1.png,D:\GitHub\gov-01-road-damage-classifier-capstone\data\raw\v2\istd_shadow_pretraining_sample\images\istd_train_0171_image.jpg,D:\GitHub\gov-01-road-damage-classifier-capstone\data\raw\v2\istd_shadow_pretraining_sample\masks\istd_train_0171_mask.png,640,480,0.640486,0.991106,1.0,0.090078,0.10292,0.0,0.17986,False
Donghyun99/ISTD,26b247efd504d50416d5283aba2c5322f1ddae70,train,31,339,31-4.png,D:\GitHub\gov-01-road-damage-classifier-capstone\data\raw\v2\istd_shadow_pretraining_sample\images\istd_train_0339_image.jpg,D:\GitHub\gov-01-road-damage-classifier-capstone\data\raw\v2\istd_shadow_pretraining_sample\masks\istd_train_0339_mask.png,640,480,0.61083,0.628285,0.961899,0.208307,0.546381,0.240304,0.388246,False
Donghyun99/ISTD,26b247efd504d50416d5283aba2c5322f1ddae70,train,29,292,29-11.png,D:\GitHub\gov-01-road-damage-classifier-capstone\data\raw\v2\istd_shadow_pretraining_sample\images\istd_train_0292_image.jpg,D:\GitHub\gov-01-road-damage-classifier-capstone\data\raw\v2\istd_shadow_pretraining_sample\masks\istd_train_0292_mask.png,640,480,0.604621,0.93772,0.982953,0.072266,0.0,0.019091,0.414405,False
Donghyun99/ISTD,26b247efd504d50416d5283aba2c5322f1ddae70,train,67,924,67-14.png,D:\GitHub\gov-01-road-damage-classifier-capstone\data\raw\v2\istd_shadow_pretraining_sample\images\istd_train_0924_image.jpg,D:\GitHub\gov-01-road-damage-classifier-capstone\data\raw\v2\istd_shadow_pretraining_sample\masks\istd_train_0924_mask.png,640,480,0.59049,0.99972,0.999639,0.025065,0.0,0.0,0.186305,False
Donghyun99/ISTD,26b247efd504d50416d5283aba2c5322f1ddae70,train,78,1103,78-8.png,D:\GitHub\gov-01-road-damage-classifier-capstone\data\raw\v2\istd_shadow_pretraining_sample\images\istd_train_1103_image.jpg,D:\GitHub\gov-01-road-damage-classifier-capstone\data\raw\v2\istd_shadow_pretraining_sample\masks\istd_train_1103_mask.png,640,480,0.586434,0.417608,0.952043,0.193945,0.670158,0.158674,0.555153,False
Donghyun99/ISTD,26b247efd504d50416d5283aba2c5322f1ddae70,train,88,1292,88-3.png,D:\GitHub\gov-01-road-damage-classifier-capstone\data\raw\v2\istd_shadow_pretraining_sample\images\istd_train_1292_image.jpg,D:\GitHub\gov-01-road-damage-classifier-capstone\data\raw\v2\istd_shadow_pretraining_sample\masks\istd_train_1292_mask.png,640,480,0.553276,0.163061,0.95026,0.264427,0.736311,0.00026,0.383426,False
Donghyun99/ISTD,26b247efd504d50416d5283aba2c5322f1ddae70,train,61,837,61-3.png,D:\GitHub\gov-01-road-damage-classifier-capstone\data\raw\v2\istd_shadow_pretraining_sample\images\istd_train_0837_image.jpg,D:\GitHub\gov-01-road-damage-classifier-capstone\data\raw\v2\istd_shadow_pretraining_sample\masks\istd_train_0837_mask.png,640,480,0.540669,0.08115,0.954708,0.28612,0.975198,0.009776,0.058847,False
Donghyun99/ISTD,26b247efd504d50416d5283aba2c5322f1ddae70,train,24,224,24-12.png,D:\GitHub\gov-01-road-damage-classifier-capstone\data\raw\v2\istd_shadow_pretraining_sample\images\istd_train_0224_image.jpg,D:\GitHub\gov-01-road-damage-classifier-capstone\data\raw\v2\istd_shadow_pretraining_sample\masks\istd_train_0224_mask.png,640,480,0.514321,0.72512,0.983874,0.054818,0.0,0.057772,0.498083,False
Donghyun99/ISTD,26b247efd504d50416d5283aba2c5322f1ddae70,train,60,825,60-1.png,D:\GitHub\gov-01-road-damage-classifier-capstone\data\raw\v2\istd_shadow_pretraining_sample\images\istd_train_0825_image.jpg,D:\GitHub\gov-01-road-damage-classifier-capstone\data\raw\v2\istd_shadow_pretraining_sample\masks\istd_train_0825_mask.png,640,480,0.491474,0.163782,0.952344,0.073047,1.0,0.024679,0.089223,False
Donghyun99/ISTD,26b247efd504d50416d5283aba2c5322f1ddae70,train,59,810,59-4.png,D:\GitHub\gov-01-road-damage-classifier-capstone\data\raw\v2\istd_shadow_pretraining_sample\images\istd_train_0810_image.jpg,D:\GitHub\gov-01-road-damage-classifier-capstone\data\raw\v2\istd_shadow_pretraining_sample\masks\istd_train_0810_mask.png,640,480,0.475994,0.107873,0.973317,0.128438,1.0,0.110276,0.057248,False
Donghyun99/ISTD,26b247efd504d50416d5283aba2c5322f1ddae70,train,47,627,47-4.png,D:\GitHub\gov-01-road-damage-classifier-capstone\data\raw\v2\istd_shadow_pretraining_sample\images\istd_train_0627_image.jpg,D:\GitHub\gov-01-road-damage-classifier-capstone\data\raw\v2\istd_shadow_pretraining_sample\masks\istd_train_0627_mask.png,640,480,0.418096,0.273277,0.980128,0.191549,0.140099,0.141286,0.503838,False
Donghyun99/ISTD,26b247efd504d50416d5283aba2c5322f1ddae70,train,71,993,71-8.png,D:\GitHub\gov-01-road-damage-classifier-capstone\data\raw\v2\istd_shadow_pretraining_sample\images\istd_train_0993_image.jpg,D:\GitHub\gov-01-road-damage-classifier-capstone\data\raw\v2\istd_shadow_pretraining_sample\masks\istd_train_0993_mask.png,640,480,0.35927,0.469972,0.999038,0.05806,0.0,0.276082,0.420052,False
Donghyun99/ISTD,26b247efd504d50416d5283aba2c5322f1ddae70,train,65,890,65-11.png,D:\GitHub\gov-01-road-damage-classifier-capstone\data\raw\v2\istd_shadow_pretraining_sample\images\istd_train_0890_image.jpg,D:\GitHub\gov-01-road-damage-classifier-capstone\data\raw\v2\istd_shadow_pretraining_sample\masks\istd_train_0890_mask.png,640,480,0.3347,0.010777,0.978586,0.208867,1.0,0.952784,0.723994,False
Donghyun99/ISTD,26b247efd504d50416d5283aba2c5322f1ddae70,train,58,796,58-10.png,D:\GitHub\gov-01-road-damage-classifier-capstone\data\raw\v2\istd_shadow_pretraining_sample\images\istd_train_0796_image.jpg,D:\GitHub\gov-01-road-damage-classifier-capstone\data\raw\v2\istd_shadow_pretraining_sample\masks\istd_train_0796_mask.png,640,480,0.269293,0.057672,1.0,0.176966,0.969539,0.944752,0.053235,False
